VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
1998, 13669,  0.66222, -0.17198,  0.01336, -0.02689, -0.98487, -0.16929, -0.04092, -0.98546, -0.16297,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
1999, 13671,  0.70697, -0.17626,  0.02206, -0.08625, -0.98682, -0.13529, -0.08963, -0.98664, -0.13439,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2000, 13672,  0.70607, -0.17646,  0.02413, -0.05745, -0.98865, -0.13724, -0.07034, -0.98832, -0.13356,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2001, 13673,  0.70607, -0.17646,  0.02413, -0.05745, -0.98865, -0.13724, -0.07034, -0.98832, -0.13356,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2002, 13674,  0.70697, -0.17626,  0.02206, -0.08625, -0.98682, -0.13529, -0.08963, -0.98664, -0.13439,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2003, 13675,  0.73995, -0.18342,  0.04229, -0.15538, -0.98197, -0.1058, -0.15912, -0.98167, -0.10302,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2004, 13673,  0.70607, -0.17646,  0.02413, -0.05745, -0.98865, -0.13724, -0.07034, -0.98832, -0.13356,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2005, 13675,  0.73995, -0.18342,  0.04229, -0.15538, -0.98197, -0.1058, -0.15912, -0.98167, -0.10302,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2006, 13676,  0.7385, -0.18338,  0.04404, -0.13342, -0.98313, -0.12351, -0.14535, -0.98255, -0.1143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2007, 13677,  0.75845, -0.189,  0.06569, -0.0711, -0.99665,  0.03784, -0.074, -0.99604,  0.04723, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2008, 13678,  0.75991, -0.18924,  0.06396, -0.07075, -0.99616,  0.04966, -0.09285, -0.99526,  0.0249,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2009, 13679,  0.79943, -0.18589,  0.0899, -0.00324, -0.99358,  0.11272, -0.00337, -0.99361,  0.11243,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2010, 13677,  0.75845, -0.189,  0.06569, -0.0711, -0.99665,  0.03784, -0.074, -0.99604,  0.04723, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2011, 13679,  0.79943, -0.18589,  0.0899, -0.00324, -0.99358,  0.11272, -0.00337, -0.99361,  0.11243,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2012, 13680,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2013, 13681,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2014, 13682,  0.79943, -0.18589,  0.0899, -0.00324, -0.99358,  0.11272, -0.00337, -0.99361,  0.11243,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2015, 13683,  0.83041, -0.18312,  0.1246,  0.0207, -0.99868,  0.04668,  0.01472, -0.99832,  0.05579, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2016, 13681,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2017, 13683,  0.83041, -0.18312,  0.1246,  0.0207, -0.99868,  0.04668,  0.01472, -0.99832,  0.05579, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2018, 13684,  0.82852, -0.18302,  0.12579, -0.00533, -0.99812,  0.06073,  0.00242, -0.99828,  0.05819, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2019, 13685,  0.82852, -0.18302,  0.12579, -0.00533, -0.99812,  0.06073,  0.00242, -0.99828,  0.05819, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2020, 13686,  0.83041, -0.18312,  0.1246,  0.0207, -0.99868,  0.04668,  0.01472, -0.99832,  0.05579, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2021, 13687,  0.85868, -0.18076,  0.18817,  0.00785, -0.99767,  0.06778,  0.00423, -0.9973,  0.07335, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2022, 13685,  0.82852, -0.18302,  0.12579, -0.00533, -0.99812,  0.06073,  0.00242, -0.99828,  0.05819, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2023, 13687,  0.85868, -0.18076,  0.18817,  0.00785, -0.99767,  0.06778,  0.00423, -0.9973,  0.07335, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2024, 13688,  0.85444, -0.18113,  0.18551, -0.01831, -0.99841,  0.05335, -0.00629, -0.99794,  0.06384, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2025, 13689,  0.03965, -0.01801,  0.14963, -0.20062, -0.37921,  0.9033, -0.20945, -0.37597,  0.90265, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2026, 13690,  0.03975, -0.0159,  0.15054, -0.21936, -0.37357,  0.90129, -0.21963, -0.37295,  0.90148, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2027, 13691,  0.00806, -0.01209,  0.14403, -0.23638, -0.33069,  0.91366, -0.23648, -0.33043,  0.91373, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2028, 13689,  0.03965, -0.01801,  0.14963, -0.20062, -0.37921,  0.9033, -0.20945, -0.37597,  0.90265, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2029, 13691,  0.00806, -0.01209,  0.14403, -0.23638, -0.33069,  0.91366, -0.23648, -0.33043,  0.91373, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2030, 13692,  0.00795, -0.01424,  0.14322, -0.21529, -0.33716,  0.9165, -0.22523, -0.33378,  0.91535, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2031, 13693, -0.02297, -0.00985,  0.13649, -0.21417, -0.30022,  0.92952, -0.2151, -0.25831,  0.94181, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2032, 13694, -0.02279, -0.00767,  0.13719, -0.22785, -0.23802,  0.94416, -0.22071, -0.21178,  0.95207,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2033, 13695, -0.03973, -0.00429,  0.13105, -0.19696, -0.04712,  0.97729,  0.7383,  0.12727,  0.66167,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71209,  0.52541
2034, 13693, -0.02297, -0.00985,  0.13649, -0.21417, -0.30022,  0.92952, -0.2151, -0.25831,  0.94181, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2035, 13695, -0.03973, -0.00429,  0.13105, -0.19696, -0.04712,  0.97729,  0.7383,  0.12727,  0.66167,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71209,  0.52541
2036, 13696, -0.03974, -0.00704,  0.13215, -0.19325, -0.2336,  0.95101,  0.33469, -0.13952,  0.93054,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71205,  0.52031
2037, 13697,  0.0736, -0.02291,  0.15571, -0.20112, -0.40376,  0.89224, -0.20387, -0.39924,  0.89365, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2038, 13698,  0.07371, -0.02086,  0.15669, -0.20648, -0.39843,  0.89337, -0.20723, -0.396,  0.89428, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2039, 13699,  0.03975, -0.0159,  0.15054, -0.21936, -0.37357,  0.90129, -0.21963, -0.37295,  0.90148, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2040, 13697,  0.0736, -0.02291,  0.15571, -0.20112, -0.40376,  0.89224, -0.20387, -0.39924,  0.89365, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2041, 13699,  0.03975, -0.0159,  0.15054, -0.21936, -0.37357,  0.90129, -0.21963, -0.37295,  0.90148, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2042, 13700,  0.03965, -0.01801,  0.14963, -0.20062, -0.37921,  0.9033, -0.20945, -0.37597,  0.90265, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2043, 13701,  0.61688, -0.16587,  0.15433, -0.01894, -0.53204,  0.84552, -0.02271, -0.51596,  0.85535, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2044, 13702,  0.6173, -0.16783,  0.15325, -0.03222, -0.4873,  0.8717, -0.03215, -0.48741,  0.87164, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2045, 13703,  0.64946, -0.15897,  0.15933, -0.03562, -0.46579,  0.88352, -0.03605, -0.46535,  0.88373,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2046, 13701,  0.61688, -0.16587,  0.15433, -0.01894, -0.53204,  0.84552, -0.02271, -0.51596,  0.85535, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2047, 13703,  0.64946, -0.15897,  0.15933, -0.03562, -0.46579,  0.88352, -0.03605, -0.46535,  0.88373,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2048, 13704,  0.64844, -0.15714,  0.16024, -0.00794, -0.50953,  0.85971, -0.0196, -0.49476,  0.86812,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2049, 13705,  0.64844, -0.15714,  0.16024, -0.00794, -0.50953,  0.85971, -0.0196, -0.49476,  0.86812,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2050, 13706,  0.64946, -0.15897,  0.15933, -0.03562, -0.46579,  0.88352, -0.03605, -0.46535,  0.88373,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2051, 13707,  0.67405, -0.14447,  0.16784, -0.03489, -0.4493,  0.89218, -0.03463, -0.44823,  0.89273, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2052, 13705,  0.64844, -0.15714,  0.16024, -0.00794, -0.50953,  0.85971, -0.0196, -0.49476,  0.86812,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2053, 13707,  0.67405, -0.14447,  0.16784, -0.03489, -0.4493,  0.89218, -0.03463, -0.44823,  0.89273, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2054, 13708,  0.67254, -0.14293,  0.16858,  0.0021, -0.50044,  0.86521,  0.00248, -0.48699,  0.87286, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2055, 13709,  0.68906, -0.12634,  0.17719, -0.0054, -0.46289,  0.8859, -0.02223, -0.44839,  0.89307,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2056, 13710,  0.69029, -0.12802,  0.17645, -0.05911, -0.43728,  0.89689, -0.06354, -0.43719,  0.89664,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2057, 13711,  0.70784, -0.12334,  0.18061, -0.09117, -0.40676,  0.90854, -0.0918, -0.41219,  0.90603,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2058, 13709,  0.68906, -0.12634,  0.17719, -0.0054, -0.46289,  0.8859, -0.02223, -0.44839,  0.89307,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2059, 13711,  0.70784, -0.12334,  0.18061, -0.09117, -0.40676,  0.90854, -0.0918, -0.41219,  0.90603,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2060, 13712,  0.707, -0.12137,  0.18143, -0.08685, -0.41186,  0.90666, -0.08993, -0.41266,  0.906,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2061, 13713,  0.707, -0.12137,  0.18143, -0.08685, -0.41186,  0.90666, -0.08993, -0.41266,  0.906,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2062, 13714,  0.70784, -0.12334,  0.18061, -0.09117, -0.40676,  0.90854, -0.0918, -0.41219,  0.90603,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2063, 13715,  0.73391, -0.11342,  0.1872, -0.06653, -0.35224,  0.93319, -0.06303, -0.34572,  0.93587, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2064, 13713,  0.707, -0.12137,  0.18143, -0.08685, -0.41186,  0.90666, -0.08993, -0.41266,  0.906,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2065, 13715,  0.73391, -0.11342,  0.1872, -0.06653, -0.35224,  0.93319, -0.06303, -0.34572,  0.93587, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2066, 13716,  0.73289, -0.11149,  0.18786, -0.04518, -0.34898,  0.93569, -0.05047, -0.34687,  0.9362,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2067, 13717,  0.73289, -0.11149,  0.18786, -0.04518, -0.34898,  0.93569, -0.05047, -0.34687,  0.9362,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2068, 13718,  0.73391, -0.11342,  0.1872, -0.06653, -0.35224,  0.93319, -0.06303, -0.34572,  0.93587, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2069, 13719,  0.7524, -0.10377,  0.19095, -0.02643, -0.24802,  0.96813, -0.02848, -0.25791,  0.96548,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71465,  0.5255
2070, 13717,  0.73289, -0.11149,  0.18786, -0.04518, -0.34898,  0.93569, -0.05047, -0.34687,  0.9362,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2071, 13719,  0.7524, -0.10377,  0.19095, -0.02643, -0.24802,  0.96813, -0.02848, -0.25791,  0.96548,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71465,  0.5255
2072, 13720,  0.75109, -0.10197,  0.1914,  0.00009, -0.27059,  0.96242, -0.01537, -0.27284,  0.96166,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71463,  0.52042
2073, 13721,  0.75109, -0.10197,  0.1914,  0.00009, -0.27059,  0.96242, -0.01537, -0.27284,  0.96166,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70952,  0.52022
2074, 13722,  0.7524, -0.10377,  0.19095, -0.02643, -0.24802,  0.96813, -0.02848, -0.25791,  0.96548,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.7095,  0.5253
2075, 13723,  0.77748, -0.0842,  0.19554,  0.00955, -0.21589,  0.97617,  0.00667, -0.21553,  0.97627,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.7164,  0.52864
2076, 13721,  0.75109, -0.10197,  0.1914,  0.00009, -0.27059,  0.96242, -0.01537, -0.27284,  0.96166,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70952,  0.52022
2077, 13723,  0.77748, -0.0842,  0.19554,  0.00955, -0.21589,  0.97617,  0.00667, -0.21553,  0.97627,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.7164,  0.52864
2078, 13724,  0.77579, -0.0827,  0.19577,  0.01446, -0.21857,  0.97551,  0.0131, -0.2263,  0.97376,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71634,  0.52357
2079, 13725,  0.69385, -0.17895,  0.16908,  0.0003, -0.99801,  0.06143,  0.00865, -0.99794,  0.06194,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2080, 13726,  0.69364, -0.17881,  0.17136,  0.0175, -0.9978,  0.06233,  0.01751, -0.9978,  0.06236,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2081, 13727,  0.64465, -0.17805,  0.16732,  0.01591, -0.99855,  0.04804,  0.01485, -0.99851,  0.04939, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2082, 13725,  0.69385, -0.17895,  0.16908,  0.0003, -0.99801,  0.06143,  0.00865, -0.99794,  0.06194,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2083, 13727,  0.64465, -0.17805,  0.16732,  0.01591, -0.99855,  0.04804,  0.01485, -0.99851,  0.04939, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2084, 13728,  0.64486, -0.17815,  0.16504,  0.0043, -0.99874,  0.04645,  0.00907, -0.99861,  0.04858,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2085, 13729,  0.70475, -0.04151,  0.20853,  0.02336, -0.27469,  0.96089,  0.03425, -0.2696,  0.962,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2086, 13730,  0.70469, -0.0393,  0.20917,  0.04529, -0.26355,  0.96323,  0.04534, -0.26315,  0.96333,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2087, 13731,  0.66058, -0.04104,  0.21054,  0.03136, -0.29468,  0.95464,  0.03218, -0.29321,  0.95506,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2088, 13729,  0.70475, -0.04151,  0.20853,  0.02336, -0.27469,  0.96089,  0.03425, -0.2696,  0.962,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2089, 13731,  0.66058, -0.04104,  0.21054,  0.03136, -0.29468,  0.95464,  0.03218, -0.29321,  0.95506,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2090, 13732,  0.66064, -0.04323,  0.20986,  0.02808, -0.29638,  0.95421,  0.03039, -0.2946,  0.95469,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2091, 13733,  0.41909, -0.04222,  0.205, -0.07035, -0.33174,  0.93951, -0.06764, -0.33169,  0.93972,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2092, 13734,  0.41908, -0.04005,  0.20576, -0.06476, -0.33099,  0.94018, -0.06475, -0.33123,  0.94009,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2093, 13735,  0.34034, -0.0373,  0.19632, -0.09682, -0.3245,  0.94003, -0.09681, -0.32493,  0.93988,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2094, 13733,  0.41909, -0.04222,  0.205, -0.07035, -0.33174,  0.93951, -0.06764, -0.33169,  0.93972,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2095, 13735,  0.34034, -0.0373,  0.19632, -0.09682, -0.3245,  0.94003, -0.09681, -0.32493,  0.93988,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2096, 13736,  0.34036, -0.03947,  0.19557, -0.1008, -0.32493,  0.93947, -0.0989, -0.32501,  0.93964,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2097, 13737,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2098, 13738,  0.78563, -0.17892,  0.18113, -0.02996, -0.99379,  0.10676, -0.02867, -0.99465,  0.09876,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2099, 13739,  0.74269, -0.17778,  0.17662,  0.00142, -0.99754,  0.06901, -0.00025, -0.99754,  0.06896, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2100, 13737,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2101, 13739,  0.74269, -0.17778,  0.17662,  0.00142, -0.99754,  0.06901, -0.00025, -0.99754,  0.06896, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2102, 13740,  0.74291, -0.17795,  0.17434, -0.00903, -0.99716,  0.07368, -0.00509, -0.99735,  0.07155,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2103, 13741,  0.85444, -0.18113,  0.18551, -0.01831, -0.99841,  0.05335, -0.00629, -0.99794,  0.06384,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2104, 13742,  0.85868, -0.18076,  0.18817,  0.00785, -0.99767,  0.06778,  0.00423, -0.9973,  0.07335, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2105, 13743,  0.78563, -0.17892,  0.18113, -0.02996, -0.99379,  0.10676, -0.02867, -0.99465,  0.09876,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2106, 13741,  0.85444, -0.18113,  0.18551, -0.01831, -0.99841,  0.05335, -0.00629, -0.99794,  0.06384,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2107, 13743,  0.78563, -0.17892,  0.18113, -0.02996, -0.99379,  0.10676, -0.02867, -0.99465,  0.09876,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2108, 13744,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2109, 13745,  0.77579, -0.0827,  0.19577,  0.01446, -0.21857,  0.97551,  0.0131, -0.2263,  0.97376,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70984,  0.5215
2110, 13746,  0.77748, -0.0842,  0.19554,  0.00955, -0.21589,  0.97617,  0.00667, -0.21553,  0.97627,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70977,  0.52609
2111, 13747,  0.79699, -0.0573,  0.20059,  0.10588, -0.19431,  0.97505,  0.10418, -0.19488,  0.97512,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71519,  0.52254
2112, 13745,  0.77579, -0.0827,  0.19577,  0.01446, -0.21857,  0.97551,  0.0131, -0.2263,  0.97376,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70984,  0.5215
2113, 13747,  0.79699, -0.0573,  0.20059,  0.10588, -0.19431,  0.97505,  0.10418, -0.19488,  0.97512,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71519,  0.52254
2114, 13748,  0.79376, -0.05654,  0.20106,  0.04103, -0.20572,  0.97758,  0.06047, -0.19965,  0.97783, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71513,  0.51704
2115, 13749,  0.67254, -0.14293,  0.16858,  0.0021, -0.50044,  0.86521,  0.00248, -0.48699,  0.87286, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2116, 13750,  0.67405, -0.14447,  0.16784, -0.03489, -0.4493,  0.89218, -0.03463, -0.44823,  0.89273, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2117, 13751,  0.69029, -0.12802,  0.17645, -0.05911, -0.43728,  0.89689, -0.06354, -0.43719,  0.89664,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2118, 13749,  0.67254, -0.14293,  0.16858,  0.0021, -0.50044,  0.86521,  0.00248, -0.48699,  0.87286, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2119, 13751,  0.69029, -0.12802,  0.17645, -0.05911, -0.43728,  0.89689, -0.06354, -0.43719,  0.89664,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2120, 13752,  0.68906, -0.12634,  0.17719, -0.0054, -0.46289,  0.8859, -0.02223, -0.44839,  0.89307, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2121, 13753,  0.74738, -0.03948,  0.20663,  0.02001, -0.23682,  0.97109,  0.0377, -0.18609,  0.98157,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2122, 13754,  0.7473, -0.03724,  0.2071,  0.05227, -0.12615,  0.99041,  0.05239, -0.13835,  0.98877, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
2123, 13755,  0.70469, -0.0393,  0.20917,  0.04529, -0.26355,  0.96323,  0.04534, -0.26315,  0.96333,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2124, 13753,  0.74738, -0.03948,  0.20663,  0.02001, -0.23682,  0.97109,  0.0377, -0.18609,  0.98157,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2125, 13755,  0.70469, -0.0393,  0.20917,  0.04529, -0.26355,  0.96323,  0.04534, -0.26315,  0.96333,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2126, 13756,  0.70475, -0.04151,  0.20853,  0.02336, -0.27469,  0.96089,  0.03425, -0.2696,  0.962,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2127, 13757,  0.79376, -0.05654,  0.20106,  0.04103, -0.20572,  0.97758,  0.06047, -0.19965,  0.97783, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71091,  0.52256
2128, 13758,  0.79699, -0.0573,  0.20059,  0.10588, -0.19431,  0.97505,  0.10418, -0.19488,  0.97512,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71083,  0.52767
2129, 13759,  0.80131, -0.03408,  0.20355,  0.1124, -0.09855,  0.98864,  0.11623, -0.10283,  0.98775,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2130, 13757,  0.79376, -0.05654,  0.20106,  0.04103, -0.20572,  0.97758,  0.06047, -0.19965,  0.97783, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71091,  0.52256
2131, 13759,  0.80131, -0.03408,  0.20355,  0.1124, -0.09855,  0.98864,  0.11623, -0.10283,  0.98775,  1.00,  1.00,  0.50196,  0.50196,  0.00,  0.71454,  0.52541
2132, 13760,  0.79741, -0.03683,  0.2041,  0.07177, -0.12927,  0.98887,  0.09481, -0.12322,  0.9877, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71454,  0.52031
2133, 13761,  0.4231, -0.15224,  0.15119, -0.0811, -0.51498,  0.85198, -0.07958, -0.51432,  0.85252, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.70945,  0.52031
2134, 13762,  0.42295, -0.1542,  0.14999, -0.07905, -0.51388,  0.85284, -0.07863, -0.51382,  0.85291, -1.00,  1.00,  0.50196,  0.50196,  0.00,  0.70945,  0.52541
