VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input4.x, _input4.y
2654, 14005, -0.05683, -0.09961,  0.0264, -0.27429, -0.9583, -0.04905,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2655, 14006, -0.05683, -0.09961,  0.0264, -0.27429, -0.9583, -0.04905,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2656, 14007, -0.05711, -0.09949,  0.02546, -0.31729, -0.93881, -0.11813,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2657, 14008, -0.04031, -0.10624,  0.02076, -0.5935, -0.17736, -0.78468,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2658, 14006, -0.05683, -0.09961,  0.0264, -0.27429, -0.9583, -0.04905,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2659, 14008, -0.04031, -0.10624,  0.02076, -0.5935, -0.17736, -0.78468,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2660, 14009, -0.04044, -0.10661,  0.02109, -0.53633, -0.77174, -0.33953,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2661, 14010, -0.02248, -0.11202,  0.02111, -0.21302, -0.94754,  0.23823,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2662, 14011, -0.0217, -0.11201,  0.02171, -0.20767, -0.95102,  0.22891,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2663, 14012, -0.03131, -0.10769,  0.0336, -0.21608, -0.95465,  0.20193,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2664, 14010, -0.02248, -0.11202,  0.02111, -0.21302, -0.94754,  0.23823,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2665, 14012, -0.03131, -0.10769,  0.0336, -0.21608, -0.95465,  0.20193,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2666, 14013, -0.03205, -0.10768,  0.03295, -0.23686, -0.94838,  0.20797,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2667, 14014, -0.01198, -0.1165,  0.00792, -0.19243, -0.95487,  0.22627,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2668, 14015, -0.01124, -0.11666,  0.00788, -0.15402, -0.97195,  0.17776,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2669, 14016, -0.0217, -0.11201,  0.02171, -0.20767, -0.95102,  0.22891,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2670, 14014, -0.01198, -0.1165,  0.00792, -0.19243, -0.95487,  0.22627,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2671, 14016, -0.0217, -0.11201,  0.02171, -0.20767, -0.95102,  0.22891,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2672, 14017, -0.02248, -0.11202,  0.02111, -0.21302, -0.94754,  0.23823,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2673, 14018, -0.01789, -0.11679,  0.00161, -0.00742, -0.99955,  0.02894,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2674, 14019, -0.01719, -0.11665,  0.00145, -0.00742, -0.99955,  0.02894,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2675, 14020, -0.01124, -0.11666,  0.00788, -0.15402, -0.97195,  0.17776,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2676, 14018, -0.01789, -0.11679,  0.00161, -0.00742, -0.99955,  0.02894,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2677, 14020, -0.01124, -0.11666,  0.00788, -0.15402, -0.97195,  0.17776,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2678, 14021, -0.01198, -0.1165,  0.00792, -0.19243, -0.95487,  0.22627,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2679, 14022, -0.06162, -0.09716,  0.06087, -0.18769, -0.95575,  0.18853,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2680, 14023, -0.06097, -0.09712,  0.06165, -0.20994, -0.94508,  0.21725,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2681, 14024, -0.07692, -0.09239,  0.0727, -0.21083, -0.94106,  0.24054,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2682, 14022, -0.06162, -0.09716,  0.06087, -0.18769, -0.95575,  0.18853,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2683, 14024, -0.07692, -0.09239,  0.0727, -0.21083, -0.94106,  0.24054,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2684, 14025, -0.07741, -0.09249,  0.07189, -0.1769, -0.95111,  0.22803,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2685, 14026, -0.11732, -0.06334,  0.08264, -0.85754, -0.34773,  0.37893,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2686, 14027, -0.11725, -0.06219,  0.08262, -0.96133,  0.05383,  0.26985,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2687, 14028, -0.11688, -0.06778,  0.06483, -0.99986,  0.00837,  0.00922,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2688, 14026, -0.11732, -0.06334,  0.08264, -0.85754, -0.34773,  0.37893,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2689, 14028, -0.11688, -0.06778,  0.06483, -0.99986,  0.00837,  0.00922,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2690, 14029, -0.11694, -0.06888,  0.06477, -0.91125, -0.39701,  0.10904,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2691, 14030, -0.10817, -0.05537,  0.09165, -0.60303, -0.18497,  0.77594,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2692, 14031, -0.10803, -0.05515,  0.09183, -0.60364, -0.16339,  0.7803,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2693, 14032, -0.11725, -0.06219,  0.08262, -0.96133,  0.05383,  0.26985,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2694, 14030, -0.10817, -0.05537,  0.09165, -0.60303, -0.18497,  0.77594,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2695, 14032, -0.11725, -0.06219,  0.08262, -0.96133,  0.05383,  0.26985,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2696, 14033, -0.11732, -0.06334,  0.08264, -0.85754, -0.34773,  0.37893,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2697, 14034, -0.04044, -0.10661,  0.02109, -0.53633, -0.77174, -0.33953,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2698, 14035, -0.04031, -0.10624,  0.02076, -0.5935, -0.17736, -0.78468,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2699, 14036, -0.02829, -0.1106,  0.01211, -0.32282,  0.59783, -0.73367,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2700, 14034, -0.04044, -0.10661,  0.02109, -0.53633, -0.77174, -0.33953,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2701, 14036, -0.02829, -0.1106,  0.01211, -0.32282,  0.59783, -0.73367,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2702, 14037, -0.02896, -0.11123,  0.01173, -0.32341,  0.59706, -0.73404,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2703, 14038, -0.02896, -0.11123,  0.01173, -0.32341,  0.59706, -0.73404,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2704, 14039, -0.02829, -0.1106,  0.01211, -0.32282,  0.59783, -0.73367,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2705, 14040, -0.01719, -0.11665,  0.00145, -0.26255,  0.69101, -0.67348,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2706, 14038, -0.02896, -0.11123,  0.01173, -0.32341,  0.59706, -0.73404,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2707, 14040, -0.01719, -0.11665,  0.00145, -0.26255,  0.69101, -0.67348,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2708, 14041, -0.01789, -0.11679,  0.00161, -0.26255,  0.69101, -0.67348,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2709, 14042, -0.11694, -0.06888,  0.06477, -0.91125, -0.39701,  0.10904,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2710, 14043, -0.11688, -0.06778,  0.06483, -0.99986,  0.00837,  0.00922,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2711, 14044, -0.11818, -0.06814,  0.05639, -0.98547, -0.14261,  0.09146,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2712, 14042, -0.11694, -0.06888,  0.06477, -0.91125, -0.39701,  0.10904,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2713, 14044, -0.11818, -0.06814,  0.05639, -0.98547, -0.14261,  0.09146,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2714, 14045, -0.11771, -0.06951,  0.05698, -0.94891, -0.26704,  0.16767,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2715, 14046, -0.11771, -0.06951,  0.05698, -0.94891, -0.26704,  0.16767,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2716, 14047, -0.11818, -0.06814,  0.05639, -0.98547, -0.14261,  0.09146,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2717, 14048, -0.11719, -0.07432,  0.05107, -0.91757, -0.39174, -0.06679,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2718, 14046, -0.11771, -0.06951,  0.05698, -0.94891, -0.26704,  0.16767,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2719, 14048, -0.11719, -0.07432,  0.05107, -0.91757, -0.39174, -0.06679,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2720, 14049, -0.11731, -0.07467,  0.05213, -0.71662, -0.66664,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2721, 14050, -0.10646, -0.08247,  0.04517, -0.47156, -0.87473,  0.11144,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2722, 14051, -0.10681, -0.08241,  0.04426, -0.47206, -0.88094,  0.03214,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2723, 14052, -0.10041, -0.08663,  0.04118, -0.38394, -0.9178,  0.05866,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2724, 14050, -0.10646, -0.08247,  0.04517, -0.47156, -0.87473,  0.11144,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2725, 14052, -0.10041, -0.08663,  0.04118, -0.38394, -0.9178,  0.05866,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2726, 14053, -0.10003, -0.08657,  0.0421, -0.39614, -0.91341,  0.05434,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2727, 14054, -0.10003, -0.08657,  0.0421, -0.39614, -0.91341,  0.05434,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2728, 14055, -0.10041, -0.08663,  0.04118, -0.38394, -0.9178,  0.05866,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2729, 14056, -0.09107, -0.09117,  0.03733, -0.28876, -0.95078,  0.00813,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2730, 14054, -0.10003, -0.08657,  0.0421, -0.39614, -0.91341,  0.05434,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2731, 14056, -0.09107, -0.09117,  0.03733, -0.28876, -0.95078,  0.00813,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2732, 14057, -0.09079, -0.09123,  0.03826, -0.29486, -0.94856,  0.02648,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2733, 14058, -0.07741, -0.09249,  0.07189, -0.1769, -0.95111,  0.22803,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2734, 14059, -0.07692, -0.09239,  0.0727, -0.21083, -0.94106,  0.24054,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2735, 14060, -0.08597, -0.08784,  0.07817, -0.29703, -0.87326,  0.37847,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2736, 14058, -0.07741, -0.09249,  0.07189, -0.1769, -0.95111,  0.22803,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2737, 14060, -0.08597, -0.08784,  0.07817, -0.29703, -0.87326,  0.37847,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2738, 14061, -0.08636, -0.08795,  0.07736, -0.24868, -0.89803,  0.35596,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2739, 14062, -0.10222, -0.07437,  0.08553, -0.40804, -0.68553,  0.60293,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2740, 14063, -0.10162, -0.07414,  0.08622, -0.45016, -0.6584,  0.60318,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2741, 14064, -0.10628, -0.06599,  0.08968, -0.51868, -0.46492,  0.71747,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2742, 14062, -0.10222, -0.07437,  0.08553, -0.40804, -0.68553,  0.60293,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2743, 14064, -0.10628, -0.06599,  0.08968, -0.51868, -0.46492,  0.71747,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2744, 14065, -0.10702, -0.0659,  0.08923, -0.50574, -0.46318,  0.72777,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2745, 14066, -0.09404, -0.08182,  0.08155, -0.35165, -0.79866,  0.48832,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2746, 14067, -0.09353, -0.08158,  0.08232, -0.38715, -0.77295,  0.50264,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2747, 14068, -0.10162, -0.07414,  0.08622, -0.45016, -0.6584,  0.60318,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2748, 14066, -0.09404, -0.08182,  0.08155, -0.35165, -0.79866,  0.48832,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2749, 14068, -0.10162, -0.07414,  0.08622, -0.45016, -0.6584,  0.60318,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2750, 14069, -0.10222, -0.07437,  0.08553, -0.40804, -0.68553,  0.60293,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2751, 14070, -0.11731, -0.07467,  0.05213, -0.71662, -0.66664,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2752, 14071, -0.11719, -0.07432,  0.05107, -0.91757, -0.39174, -0.06679,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2753, 14072, -0.1138, -0.07822,  0.04788, -0.6142, -0.78683, -0.05957,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2754, 14070, -0.11731, -0.07467,  0.05213, -0.71662, -0.66664,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2755, 14072, -0.1138, -0.07822,  0.04788, -0.6142, -0.78683, -0.05957,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2756, 14073, -0.11373, -0.07843,  0.04897, -0.53121, -0.83222,  0.15857,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2757, 14074, -0.11373, -0.07843,  0.04897, -0.53121, -0.83222,  0.15857,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2758, 14075, -0.1138, -0.07822,  0.04788, -0.6142, -0.78683, -0.05957,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2759, 14076, -0.10681, -0.08241,  0.04426, -0.47206, -0.88094,  0.03214,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2760, 14074, -0.11373, -0.07843,  0.04897, -0.53121, -0.83222,  0.15857,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2761, 14076, -0.10681, -0.08241,  0.04426, -0.47206, -0.88094,  0.03214,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2762, 14077, -0.10646, -0.08247,  0.04517, -0.47156, -0.87473,  0.11144,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2763, 14078, -0.08636, -0.08795,  0.07736, -0.24868, -0.89803,  0.35596,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2764, 14079, -0.08597, -0.08784,  0.07817, -0.29703, -0.87326,  0.37847,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.52358,  0.71154,  0.52358
2765, 14080, -0.09353, -0.08158,  0.08232, -0.38715, -0.77295,  0.50264,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2766, 14078, -0.08636, -0.08795,  0.07736, -0.24868, -0.89803,  0.35596,  0.00,  0.00,  0.00,  0.00,  0.71154,  0.5224,  0.71154,  0.5224
2767, 14080, -0.09353, -0.08158,  0.08232, -0.38715, -0.77295,  0.50264,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.52358,  0.71273,  0.52358
2768, 14081, -0.09404, -0.08182,  0.08155, -0.35165, -0.79866,  0.48832,  0.00,  0.00,  0.00,  0.00,  0.71273,  0.5224,  0.71273,  0.5224
2769, 14082, -0.05748, -0.10281, -0.02644, -0.2757, -0.95786,  0.05008,  1.00,  0.50196,  0.50196,  0.50196,  0.70713,  0.81005,  0.7063,  0.83128
2770, 14083, -0.05436, -0.10391, -0.03216, -0.2703, -0.96001,  0.042,  1.00,  0.50196,  0.50196,  0.50196,  0.70441,  0.81554,  0.70365,  0.83683
2771, 14084, -0.04098, -0.10894, -0.02101, -0.5345, -0.77219,  0.34155,  1.00,  0.50196,  0.50196,  0.50196,  0.69785,  0.79861,  0.69698,  0.82024
2772, 14082, -0.05748, -0.10281, -0.02644, -0.2757, -0.95786,  0.05008,  1.00,  0.50196,  0.50196,  0.50196,  0.70713,  0.81005,  0.7063,  0.83128
2773, 14085, -0.0681, -0.1008, -0.04637, -0.25585, -0.95261, -0.10359,  1.00,  0.50196,  0.50196,  0.00,  0.71016,  0.83719,  0.70954,  0.85813
2774, 14083, -0.05436, -0.10391, -0.03216, -0.2703, -0.96001,  0.042,  1.00,  0.50196,  0.50196,  0.50196,  0.70441,  0.81554,  0.70365,  0.83683
2775, 14082, -0.05748, -0.10281, -0.02644, -0.2757, -0.95786,  0.05008,  1.00,  0.50196,  0.50196,  0.50196,  0.70713,  0.81005,  0.7063,  0.83128
2776, 14086, -0.0747, -0.09742, -0.03274, -0.30523, -0.9418,  0.05548,  1.00,  0.50196,  0.50196,  0.50196,  0.71647,  0.82301,  0.71569,  0.84383
2777, 14085, -0.0681, -0.1008, -0.04637, -0.25585, -0.95261, -0.10359,  1.00,  0.50196,  0.50196,  0.00,  0.71016,  0.83719,  0.70954,  0.85813
2778, 14087, -0.08663, -0.09326, -0.04797, -0.30656, -0.94395,  0.03446,  1.00,  0.50196,  0.50196,  0.50196,  0.72199,  0.84346,  0.72136,  0.86395
2779, 14085, -0.0681, -0.1008, -0.04637, -0.25585, -0.95261, -0.10359,  1.00,  0.50196,  0.50196,  0.00,  0.71016,  0.83719,  0.70954,  0.85813
2780, 14086, -0.0747, -0.09742, -0.03274, -0.30523, -0.9418,  0.05548,  1.00,  0.50196,  0.50196,  0.50196,  0.71647,  0.82301,  0.71569,  0.84383
2781, 14088, -0.0912, -0.09204, -0.03817, -0.27989, -0.95309, -0.02612,  1.00,  0.50196,  0.50196,  0.50196,  0.72599,  0.83336,  0.72524,  0.85378
2782, 14087, -0.08663, -0.09326, -0.04797, -0.30656, -0.94395,  0.03446,  1.00,  0.50196,  0.50196,  0.50196,  0.72199,  0.84346,  0.72136,  0.86395
2783, 14086, -0.0747, -0.09742, -0.03274, -0.30523, -0.9418,  0.05548,  1.00,  0.50196,  0.50196,  0.50196,  0.71647,  0.82301,  0.71569,  0.84383
2784, 14089, -0.09719, -0.08829, -0.05223, -0.39583, -0.91478,  0.01107,  1.00,  0.50196,  0.50196,  0.50196,  0.72832,  0.85109,  0.72771,  0.8713
2785, 14087, -0.08663, -0.09326, -0.04797, -0.30656, -0.94395,  0.03446,  1.00,  0.50196,  0.50196,  0.50196,  0.72199,  0.84346,  0.72136,  0.86395
2786, 14088, -0.0912, -0.09204, -0.03817, -0.27989, -0.95309, -0.02612,  1.00,  0.50196,  0.50196,  0.50196,  0.72599,  0.83336,  0.72524,  0.85378
2787, 14089, -0.09719, -0.08829, -0.05223, -0.39583, -0.91478,  0.01107,  1.00,  0.50196,  0.50196,  0.50196,  0.72832,  0.85109,  0.72771,  0.8713
2788, 14088, -0.0912, -0.09204, -0.03817, -0.27989, -0.95309, -0.02612,  1.00,  0.50196,  0.50196,  0.50196,  0.72599,  0.83336,  0.72524,  0.85378
2789, 14090, -0.10127, -0.08691, -0.04195, -0.37162, -0.92397, -0.05013,  1.00,  0.50196,  0.50196,  0.50196,  0.73204,  0.84031,  0.73131,  0.86047
2790, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2791, 14089, -0.09719, -0.08829, -0.05223, -0.39583, -0.91478,  0.01107,  1.00,  0.50196,  0.50196,  0.50196,  0.72832,  0.85109,  0.72771,  0.8713
2792, 14090, -0.10127, -0.08691, -0.04195, -0.37162, -0.92397, -0.05013,  1.00,  0.50196,  0.50196,  0.50196,  0.73204,  0.84031,  0.73131,  0.86047
2793, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2794, 14090, -0.10127, -0.08691, -0.04195, -0.37162, -0.92397, -0.05013,  1.00,  0.50196,  0.50196,  0.50196,  0.73204,  0.84031,  0.73131,  0.86047
2795, 14092, -0.10841, -0.08256, -0.04488, -0.44174, -0.89004, -0.11233,  1.00,  0.50196,  0.50196,  0.50196,  0.73641,  0.84566,  0.73569,  0.86564
2796, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2797, 14092, -0.10841, -0.08256, -0.04488, -0.44174, -0.89004, -0.11233,  1.00,  0.50196,  0.50196,  0.50196,  0.73641,  0.84566,  0.73569,  0.86564
2798, 14093, -0.11645, -0.07853, -0.04854, -0.49154, -0.85364, -0.17198,  1.00,  0.50196,  0.50196,  0.50196,  0.74105,  0.85287,  0.74037,  0.87264
2799, 14094, -0.092, -0.0915, -0.06611, -0.3289, -0.93023, -0.14395,  1.00,  0.50196,  0.50196,  0.50196,  0.72254,  0.86459,  0.72208,  0.88492
2800, 14089, -0.09719, -0.08829, -0.05223, -0.39583, -0.91478,  0.01107,  1.00,  0.50196,  0.50196,  0.50196,  0.72832,  0.85109,  0.72771,  0.8713
2801, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2802, 14095, -0.092, -0.0915, -0.06611, -0.3289, -0.93023, -0.14395,  1.00,  0.50196,  0.50196,  0.50196,  0.72254,  0.86459,  0.72208,  0.88492
2803, 14087, -0.08663, -0.09326, -0.04797, -0.30656, -0.94395,  0.03446,  1.00,  0.50196,  0.50196,  0.50196,  0.72199,  0.84346,  0.72136,  0.86395
2804, 14089, -0.09719, -0.08829, -0.05223, -0.39583, -0.91478,  0.01107,  1.00,  0.50196,  0.50196,  0.50196,  0.72832,  0.85109,  0.72771,  0.8713
2805, 14094, -0.092, -0.0915, -0.06611, -0.3289, -0.93023, -0.14395,  1.00,  0.50196,  0.50196,  0.50196,  0.72254,  0.86459,  0.72208,  0.88492
2806, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2807, 14096, -0.10149, -0.0852, -0.07196, -0.47194, -0.851, -0.23024,  1.00,  0.50196,  0.50196,  0.50196,  0.72886,  0.87476,  0.72845,  0.89481
2808, 14091, -0.10437, -0.08325, -0.05574, -0.50913, -0.85941, -0.04622,  1.00,  0.50196,  0.50196,  0.50196,  0.73287,  0.8572,  0.73229,  0.87722
2809, 14093, -0.11645, -0.07853, -0.04854, -0.49154, -0.85364, -0.17198,  1.00,  0.50196,  0.50196,  0.50196,  0.74105,  0.85287,  0.74037,  0.87264
2810, 14097, -0.11302, -0.07768, -0.05966, -0.58472, -0.80439, -0.10469,  1.00,  0.50196,  0.50196,  0.50196,  0.73822,  0.86447,  0.73767,  0.88426
2811, 14096, -0.10149, -0.0852, -0.07196, -0.47194, -0.851, -0.23024,  1.00,  0.50196,  0.50196,  0.50196,  0.72886,  0.87476,  0.72845,  0.89481
