VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input4.x, _input4.y
7770, 2300,  0.54925, -0.16738, -0.09071, -0.0314, -0.91973, -0.39073,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02409,  0.98389,  0.02409
7771, 2299,  0.56291, -0.16142, -0.0877, -0.02298, -0.91549, -0.40128,  1.00,  0.50196,  0.50196,  0.50196,  0.98242,  0.02058,  0.98242,  0.02058
7772, 2301,  0.56227, -0.15908, -0.09109, -0.02097, -0.9112, -0.41103,  1.00,  0.50196,  0.50196,  0.50196,  0.98193,  0.02097,  0.98193,  0.02097
7773, 2300,  0.54925, -0.16738, -0.09071, -0.0314, -0.91973, -0.39073,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02409,  0.98389,  0.02409
7774, 2301,  0.56227, -0.15908, -0.09109, -0.02097, -0.9112, -0.41103,  1.00,  0.50196,  0.50196,  0.50196,  0.98193,  0.02097,  0.98193,  0.02097
7775, 2302,  0.54865, -0.16467, -0.09395, -0.0285, -0.91385, -0.40449,  1.00,  0.50196,  0.50196,  0.50196,  0.98291,  0.02367,  0.98291,  0.02367
7776, 2303,  0.53479, -0.17195, -0.09364, -0.04205, -0.92237, -0.38317,  1.00,  0.50196,  0.50196,  0.50196,  0.98535,  0.02776,  0.98535,  0.02776
7777, 2300,  0.54925, -0.16738, -0.09071, -0.0314, -0.91973, -0.39073,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02409,  0.98389,  0.02409
7778, 2302,  0.54865, -0.16467, -0.09395, -0.0285, -0.91385, -0.40449,  1.00,  0.50196,  0.50196,  0.50196,  0.98291,  0.02367,  0.98291,  0.02367
7779, 2303,  0.53479, -0.17195, -0.09364, -0.04205, -0.92237, -0.38317,  1.00,  0.50196,  0.50196,  0.50196,  0.98535,  0.02776,  0.98535,  0.02776
7780, 2302,  0.54865, -0.16467, -0.09395, -0.0285, -0.91385, -0.40449,  1.00,  0.50196,  0.50196,  0.50196,  0.98291,  0.02367,  0.98291,  0.02367
7781, 2304,  0.53424, -0.16885, -0.09674, -0.03978, -0.91766, -0.39455,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02649,  0.98389,  0.02649
7782, 2304,  0.53424, -0.16885, -0.09674, -0.03978, -0.91766, -0.39455,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02649,  0.98389,  0.02649
7783, 2305,  0.5186, -0.17573, -0.09538, -0.05589, -0.92709, -0.36967,  1.00,  0.50196,  0.50196,  0.50196,  0.98633,  0.02927,  0.98633,  0.02927
7784, 2303,  0.53479, -0.17195, -0.09364, -0.04205, -0.92237, -0.38317,  1.00,  0.50196,  0.50196,  0.50196,  0.98535,  0.02776,  0.98535,  0.02776
7785, 2304,  0.53424, -0.16885, -0.09674, -0.03978, -0.91766, -0.39455,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.02649,  0.98389,  0.02649
7786, 2306,  0.51757, -0.17245, -0.09837, -0.05337, -0.92154, -0.38362,  1.00,  0.50196,  0.50196,  0.50196,  0.98535,  0.02966,  0.98535,  0.02966
7787, 2305,  0.5186, -0.17573, -0.09538, -0.05589, -0.92709, -0.36967,  1.00,  0.50196,  0.50196,  0.50196,  0.98633,  0.02927,  0.98633,  0.02927
7788, 2305,  0.5186, -0.17573, -0.09538, -0.05589, -0.92709, -0.36967,  1.00,  0.50196,  0.50196,  0.50196,  0.98633,  0.02927,  0.98633,  0.02927
7789, 2306,  0.51757, -0.17245, -0.09837, -0.05337, -0.92154, -0.38362,  1.00,  0.50196,  0.50196,  0.50196,  0.98535,  0.02966,  0.98535,  0.02966
7790, 2307,  0.49225, -0.17489, -0.10107, -0.074, -0.92631, -0.36843,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.03452,  0.98682,  0.03452
7791, 2305,  0.5186, -0.17573, -0.09538, -0.05589, -0.92709, -0.36967,  1.00,  0.50196,  0.50196,  0.50196,  0.98633,  0.02927,  0.98633,  0.02927
7792, 2307,  0.49225, -0.17489, -0.10107, -0.074, -0.92631, -0.36843,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.03452,  0.98682,  0.03452
7793, 2308,  0.49238, -0.17858, -0.09857, -0.07644, -0.93171, -0.35405,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.0343,  0.98779,  0.0343
7794, 2308,  0.49238, -0.17858, -0.09857, -0.07644, -0.93171, -0.35405,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.0343,  0.98779,  0.0343
7795, 2307,  0.49225, -0.17489, -0.10107, -0.074, -0.92631, -0.36843,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.03452,  0.98682,  0.03452
7796, 2309,  0.46588, -0.17411, -0.10251, -0.094, -0.93034, -0.35353,  1.00,  0.50196,  0.50196,  0.50196,  0.9873,  0.03967,  0.9873,  0.03967
7797, 2308,  0.49238, -0.17858, -0.09857, -0.07644, -0.93171, -0.35405,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.0343,  0.98779,  0.0343
7798, 2309,  0.46588, -0.17411, -0.10251, -0.094, -0.93034, -0.35353,  1.00,  0.50196,  0.50196,  0.50196,  0.9873,  0.03967,  0.9873,  0.03967
7799, 2310,  0.46569, -0.178, -0.10043, -0.09588, -0.93453, -0.34182,  1.00,  0.50196,  0.50196,  0.50196,  0.98828,  0.03952,  0.98828,  0.03952
7800, 2309,  0.46588, -0.17411, -0.10251, -0.094, -0.93034, -0.35353,  1.00,  0.50196,  0.50196,  0.50196,  0.9873,  0.03967,  0.9873,  0.03967
7801, 2311,  0.43635, -0.17603, -0.10134, -0.11754, -0.938, -0.32527,  1.00,  0.50196,  0.50196,  0.50196,  0.98926,  0.04535,  0.98926,  0.04535
7802, 2310,  0.46569, -0.178, -0.10043, -0.09588, -0.93453, -0.34182,  1.00,  0.50196,  0.50196,  0.50196,  0.98828,  0.03952,  0.98828,  0.03952
7803, 2309,  0.46588, -0.17411, -0.10251, -0.094, -0.93034, -0.35353,  1.00,  0.50196,  0.50196,  0.50196,  0.9873,  0.03967,  0.9873,  0.03967
7804, 2312,  0.43684, -0.17195, -0.10296, -0.116, -0.93439, -0.33599,  1.00,  0.50196,  0.50196,  0.50196,  0.98828,  0.04541,  0.98828,  0.04541
7805, 2311,  0.43635, -0.17603, -0.10134, -0.11754, -0.938, -0.32527,  1.00,  0.50196,  0.50196,  0.50196,  0.98926,  0.04535,  0.98926,  0.04535
7806, 2313,  0.40883, -0.17001, -0.10217, -0.15404, -0.93434, -0.32067,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05154,  0.98877,  0.05154
7807, 2311,  0.43635, -0.17603, -0.10134, -0.11754, -0.938, -0.32527,  1.00,  0.50196,  0.50196,  0.50196,  0.98926,  0.04535,  0.98926,  0.04535
7808, 2312,  0.43684, -0.17195, -0.10296, -0.116, -0.93439, -0.33599,  1.00,  0.50196,  0.50196,  0.50196,  0.98828,  0.04541,  0.98828,  0.04541
7809, 2313,  0.40883, -0.17001, -0.10217, -0.15404, -0.93434, -0.32067,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05154,  0.98877,  0.05154
7810, 2314,  0.40738, -0.17328, -0.09828, -0.15603, -0.94171, -0.2974,  1.00,  0.50196,  0.50196,  0.50196,  0.98975,  0.05157,  0.98975,  0.05157
7811, 2311,  0.43635, -0.17603, -0.10134, -0.11754, -0.938, -0.32527,  1.00,  0.50196,  0.50196,  0.50196,  0.98926,  0.04535,  0.98926,  0.04535
7812, 2314,  0.40738, -0.17328, -0.09828, -0.15603, -0.94171, -0.2974,  1.00,  0.50196,  0.50196,  0.50196,  0.98975,  0.05157,  0.98975,  0.05157
7813, 2313,  0.40883, -0.17001, -0.10217, -0.15404, -0.93434, -0.32067,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05154,  0.98877,  0.05154
7814, 2315,  0.37283, -0.16127, -0.0971, -0.17254, -0.93789, -0.30059,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.05896,  0.98779,  0.05896
7815, 2314,  0.40738, -0.17328, -0.09828, -0.15603, -0.94171, -0.2974,  1.00,  0.50196,  0.50196,  0.50196,  0.98975,  0.05157,  0.98975,  0.05157
7816, 2315,  0.37283, -0.16127, -0.0971, -0.17254, -0.93789, -0.30059,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.05896,  0.98779,  0.05896
7817, 2316,  0.37116, -0.1648, -0.09419, -0.17452, -0.9444, -0.2783,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05908,  0.98877,  0.05908
7818, 2316,  0.37116, -0.1648, -0.09419, -0.17452, -0.9444, -0.2783,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05908,  0.98877,  0.05908
7819, 2315,  0.37283, -0.16127, -0.0971, -0.17254, -0.93789, -0.30059,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.05896,  0.98779,  0.05896
7820, 2317,  0.33662, -0.15009, -0.09391, -0.18435, -0.93814, -0.29294,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.06653,  0.98682,  0.06653
7821, 2316,  0.37116, -0.1648, -0.09419, -0.17452, -0.9444, -0.2783,  1.00,  0.50196,  0.50196,  0.50196,  0.98877,  0.05908,  0.98877,  0.05908
7822, 2317,  0.33662, -0.15009, -0.09391, -0.18435, -0.93814, -0.29294,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.06653,  0.98682,  0.06653
7823, 2318,  0.33464, -0.15347, -0.09076, -0.18552, -0.94365, -0.27388,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.06671,  0.98779,  0.06671
7824, 2318,  0.33464, -0.15347, -0.09076, -0.18552, -0.94365, -0.27388,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.06671,  0.98779,  0.06671
7825, 2317,  0.33662, -0.15009, -0.09391, -0.18435, -0.93814, -0.29294,  1.00,  0.50196,  0.50196,  0.50196,  0.98682,  0.06653,  0.98682,  0.06653
7826, 2319,  0.29624, -0.13491, -0.09183, -0.17291, -0.93562, -0.30762,  1.00,  0.50196,  0.50196,  0.50196,  0.98486,  0.07465,  0.98486,  0.07465
7827, 2318,  0.33464, -0.15347, -0.09076, -0.18552, -0.94365, -0.27388,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.06671,  0.98779,  0.06671
7828, 2319,  0.29624, -0.13491, -0.09183, -0.17291, -0.93562, -0.30762,  1.00,  0.50196,  0.50196,  0.50196,  0.98486,  0.07465,  0.98486,  0.07465
7829, 2320,  0.29478, -0.14003, -0.08837, -0.1742, -0.94658, -0.27119,  1.00,  0.50196,  0.50196,  0.50196,  0.98584,  0.07477,  0.98584,  0.07477
7830, 2320,  0.29478, -0.14003, -0.08837, -0.1742, -0.94658, -0.27119,  1.00,  0.50196,  0.50196,  0.50196,  0.98584,  0.07477,  0.98584,  0.07477
7831, 2319,  0.29624, -0.13491, -0.09183, -0.17291, -0.93562, -0.30762,  1.00,  0.50196,  0.50196,  0.50196,  0.98486,  0.07465,  0.98486,  0.07465
7832, 2321,  0.25127, -0.12056, -0.09065, -0.18549, -0.92785, -0.32127,  1.00,  0.50196,  0.50196,  0.50196,  0.98242,  0.0838,  0.98242,  0.0838
7833, 2320,  0.29478, -0.14003, -0.08837, -0.1742, -0.94658, -0.27119,  1.00,  0.50196,  0.50196,  0.50196,  0.98584,  0.07477,  0.98584,  0.07477
7834, 2321,  0.25127, -0.12056, -0.09065, -0.18549, -0.92785, -0.32127,  1.00,  0.50196,  0.50196,  0.50196,  0.98242,  0.0838,  0.98242,  0.0838
7835, 2322,  0.25068, -0.13031, -0.08658, -0.17135, -0.95117, -0.25659,  1.00,  0.50196,  0.50196,  0.50196,  0.98486,  0.08362,  0.98486,  0.08362
7836, 2322,  0.25068, -0.13031, -0.08658, -0.17135, -0.95117, -0.25659,  1.00,  0.50196,  0.50196,  0.50196,  0.98486,  0.08362,  0.98486,  0.08362
7837, 2321,  0.25127, -0.12056, -0.09065, -0.18549, -0.92785, -0.32127,  1.00,  0.50196,  0.50196,  0.50196,  0.98242,  0.0838,  0.98242,  0.0838
7838, 2323,  0.22121, -0.12507, -0.085, -0.19838, -0.94599, -0.25198,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.08978,  0.98389,  0.08978
7839, 2324,  0.21699, -0.10648, -0.09053, -0.18922, -0.90229, -0.38435,  1.00,  0.50196,  0.50196,  0.50196,  0.98096,  0.0907,  0.98096,  0.0907
7840, 2323,  0.22121, -0.12507, -0.085, -0.19838, -0.94599, -0.25198,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.08978,  0.98389,  0.08978
7841, 2321,  0.25127, -0.12056, -0.09065, -0.18549, -0.92785, -0.32127,  1.00,  0.50196,  0.50196,  0.50196,  0.98242,  0.0838,  0.98242,  0.0838
7842, 2325,  0.25882, -0.12885, -0.09339, -0.27208, -0.92052, -0.27849,  1.00,  0.50196,  0.50196,  0.50196,  0.98779,  0.09589,  0.98779,  0.09589
7843, 2323,  0.22121, -0.12507, -0.085, -0.19838, -0.94599, -0.25198,  1.00,  0.50196,  0.50196,  0.50196,  0.98389,  0.08978,  0.98389,  0.08978
7844, 2324,  0.21699, -0.10648, -0.09053, -0.18922, -0.90229, -0.38435,  1.00,  0.50196,  0.50196,  0.50196,  0.98096,  0.0907,  0.98096,  0.0907
7845, 2326,  0.13227, -0.10096, -0.11062, -0.22529, -0.75147, -0.61872,  1.00,  0.50196,  0.50196,  0.50196,  0.32275,  0.448,  0.32275,  0.448
7846, 2327,  0.16335, -0.10251, -0.11839, -0.22577, -0.76431, -0.60325,  1.00,  0.50196,  0.50196,  0.50196,  0.31982,  0.42627,  0.31982,  0.42627
7847, 2328,  0.16347, -0.10529, -0.12046, -0.22579, -0.76546, -0.60171,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.42554,  0.32202,  0.42554
7848, 2329,  0.18758, -0.10452, -0.12495, -0.22286, -0.77283, -0.59323,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.40918,  0.31836,  0.40918
7849, 2328,  0.16347, -0.10529, -0.12046, -0.22579, -0.76546, -0.60171,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.42554,  0.32202,  0.42554
7850, 2327,  0.16335, -0.10251, -0.11839, -0.22577, -0.76431, -0.60325,  1.00,  0.50196,  0.50196,  0.50196,  0.31982,  0.42627,  0.31982,  0.42627
7851, 2329,  0.18758, -0.10452, -0.12495, -0.22286, -0.77283, -0.59323,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.40918,  0.31836,  0.40918
7852, 2330,  0.18862, -0.10907, -0.12773, -0.2202, -0.77616, -0.58989,  1.00,  0.50196,  0.50196,  0.50196,  0.32178,  0.40747,  0.32178,  0.40747
7853, 2328,  0.16347, -0.10529, -0.12046, -0.22579, -0.76546, -0.60171,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.42554,  0.32202,  0.42554
7854, 2330,  0.18862, -0.10907, -0.12773, -0.2202, -0.77616, -0.58989,  1.00,  0.50196,  0.50196,  0.50196,  0.32178,  0.40747,  0.32178,  0.40747
7855, 2329,  0.18758, -0.10452, -0.12495, -0.22286, -0.77283, -0.59323,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.40918,  0.31836,  0.40918
7856, 2331,  0.21364, -0.10822, -0.13341, -0.1947, -0.78546, -0.58669,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.39111,  0.31836,  0.39111
7857, 2330,  0.18862, -0.10907, -0.12773, -0.2202, -0.77616, -0.58989,  1.00,  0.50196,  0.50196,  0.50196,  0.32178,  0.40747,  0.32178,  0.40747
7858, 2331,  0.21364, -0.10822, -0.13341, -0.1947, -0.78546, -0.58669,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.39111,  0.31836,  0.39111
7859, 2332,  0.21513, -0.11354, -0.13604, -0.19488, -0.78908, -0.58175,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.38916,  0.32202,  0.38916
7860, 2332,  0.21513, -0.11354, -0.13604, -0.19488, -0.78908, -0.58175,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.38916,  0.32202,  0.38916
7861, 2331,  0.21364, -0.10822, -0.13341, -0.1947, -0.78546, -0.58669,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.39111,  0.31836,  0.39111
7862, 2333,  0.24233, -0.11282, -0.13867, -0.19123, -0.79652, -0.57321,  1.00,  0.50196,  0.50196,  0.50196,  0.31812,  0.37085,  0.31812,  0.37085
7863, 2332,  0.21513, -0.11354, -0.13604, -0.19488, -0.78908, -0.58175,  1.00,  0.50196,  0.50196,  0.50196,  0.32202,  0.38916,  0.32202,  0.38916
7864, 2333,  0.24233, -0.11282, -0.13867, -0.19123, -0.79652, -0.57321,  1.00,  0.50196,  0.50196,  0.50196,  0.31812,  0.37085,  0.31812,  0.37085
7865, 2334,  0.24392, -0.11986, -0.14165, -0.19058, -0.80076, -0.56749,  1.00,  0.50196,  0.50196,  0.50196,  0.323,  0.36841,  0.323,  0.36841
7866, 2334,  0.24392, -0.11986, -0.14165, -0.19058, -0.80076, -0.56749,  1.00,  0.50196,  0.50196,  0.50196,  0.323,  0.36841,  0.323,  0.36841
7867, 2333,  0.24233, -0.11282, -0.13867, -0.19123, -0.79652, -0.57321,  1.00,  0.50196,  0.50196,  0.50196,  0.31812,  0.37085,  0.31812,  0.37085
7868, 2335,  0.27748, -0.11994, -0.14612, -0.19032, -0.8078, -0.55785,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.3457,  0.31909,  0.3457
7869, 2334,  0.24392, -0.11986, -0.14165, -0.19058, -0.80076, -0.56749,  1.00,  0.50196,  0.50196,  0.50196,  0.323,  0.36841,  0.323,  0.36841
7870, 2335,  0.27748, -0.11994, -0.14612, -0.19032, -0.8078, -0.55785,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.3457,  0.31909,  0.3457
7871, 2336,  0.28065, -0.1283, -0.14839, -0.18854, -0.81434, -0.54887,  1.00,  0.50196,  0.50196,  0.50196,  0.32446,  0.34204,  0.32446,  0.34204
7872, 2337,  0.31278, -0.12688, -0.15198, -0.19591, -0.81975, -0.53813,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.32031,  0.31909,  0.32031
7873, 2336,  0.28065, -0.1283, -0.14839, -0.18854, -0.81434, -0.54887,  1.00,  0.50196,  0.50196,  0.50196,  0.32446,  0.34204,  0.32446,  0.34204
7874, 2335,  0.27748, -0.11994, -0.14612, -0.19032, -0.8078, -0.55785,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.3457,  0.31909,  0.3457
7875, 2337,  0.31278, -0.12688, -0.15198, -0.19591, -0.81975, -0.53813,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.32031,  0.31909,  0.32031
7876, 2338,  0.31762, -0.13718, -0.15658, -0.19449, -0.8238, -0.53243,  1.00,  0.50196,  0.50196,  0.50196,  0.32593,  0.31519,  0.32593,  0.31519
7877, 2336,  0.28065, -0.1283, -0.14839, -0.18854, -0.81434, -0.54887,  1.00,  0.50196,  0.50196,  0.50196,  0.32446,  0.34204,  0.32446,  0.34204
7878, 2339,  0.35714, -0.13606, -0.16267, -0.18117, -0.83079, -0.52565,  1.00,  0.50196,  0.50196,  0.50196,  0.32007,  0.28833,  0.32007,  0.28833
7879, 2338,  0.31762, -0.13718, -0.15658, -0.19449, -0.8238, -0.53243,  1.00,  0.50196,  0.50196,  0.50196,  0.32593,  0.31519,  0.32593,  0.31519
7880, 2337,  0.31278, -0.12688, -0.15198, -0.19591, -0.81975, -0.53813,  1.00,  0.50196,  0.50196,  0.50196,  0.31909,  0.32031,  0.31909,  0.32031
7881, 2339,  0.35714, -0.13606, -0.16267, -0.18117, -0.83079, -0.52565,  1.00,  0.50196,  0.50196,  0.50196,  0.32007,  0.28833,  0.32007,  0.28833
7882, 2340,  0.36172, -0.14675, -0.16611, -0.17896, -0.8349, -0.51991,  1.00,  0.50196,  0.50196,  0.50196,  0.32715,  0.28345,  0.32715,  0.28345
7883, 2338,  0.31762, -0.13718, -0.15658, -0.19449, -0.8238, -0.53243,  1.00,  0.50196,  0.50196,  0.50196,  0.32593,  0.31519,  0.32593,  0.31519
7884, 2341,  0.40348, -0.14365, -0.1705, -0.15429, -0.84237, -0.51514,  1.00,  0.50196,  0.50196,  0.50196,  0.31982,  0.25562,  0.31982,  0.25562
7885, 2340,  0.36172, -0.14675, -0.16611, -0.17896, -0.8349, -0.51991,  1.00,  0.50196,  0.50196,  0.50196,  0.32715,  0.28345,  0.32715,  0.28345
7886, 2339,  0.35714, -0.13606, -0.16267, -0.18117, -0.83079, -0.52565,  1.00,  0.50196,  0.50196,  0.50196,  0.32007,  0.28833,  0.32007,  0.28833
7887, 2341,  0.40348, -0.14365, -0.1705, -0.15429, -0.84237, -0.51514,  1.00,  0.50196,  0.50196,  0.50196,  0.31982,  0.25562,  0.31982,  0.25562
7888, 2342,  0.40787, -0.15473, -0.17457, -0.15138, -0.8451, -0.51156,  1.00,  0.50196,  0.50196,  0.50196,  0.32764,  0.25073,  0.32764,  0.25073
7889, 2340,  0.36172, -0.14675, -0.16611, -0.17896, -0.8349, -0.51991,  1.00,  0.50196,  0.50196,  0.50196,  0.32715,  0.28345,  0.32715,  0.28345
7890, 2343,  0.44077, -0.14926, -0.17523, -0.10668, -0.85127, -0.51242,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.23035,  0.31958,  0.23035
7891, 2342,  0.40787, -0.15473, -0.17457, -0.15138, -0.8451, -0.51156,  1.00,  0.50196,  0.50196,  0.50196,  0.32764,  0.25073,  0.32764,  0.25073
7892, 2341,  0.40348, -0.14365, -0.1705, -0.15429, -0.84237, -0.51514,  1.00,  0.50196,  0.50196,  0.50196,  0.31982,  0.25562,  0.31982,  0.25562
7893, 2343,  0.44077, -0.14926, -0.17523, -0.10668, -0.85127, -0.51242,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.23035,  0.31958,  0.23035
7894, 2344,  0.44453, -0.15945, -0.17872, -0.10441, -0.85296, -0.51008,  1.00,  0.50196,  0.50196,  0.50196,  0.32666,  0.22644,  0.32666,  0.22644
7895, 2342,  0.40787, -0.15473, -0.17457, -0.15138, -0.8451, -0.51156,  1.00,  0.50196,  0.50196,  0.50196,  0.32764,  0.25073,  0.32764,  0.25073
7896, 2345,  0.47632, -0.15301, -0.17552, -0.07933, -0.85752, -0.50711,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.20581,  0.31836,  0.20581
7897, 2344,  0.44453, -0.15945, -0.17872, -0.10441, -0.85296, -0.51008,  1.00,  0.50196,  0.50196,  0.50196,  0.32666,  0.22644,  0.32666,  0.22644
7898, 2343,  0.44077, -0.14926, -0.17523, -0.10668, -0.85127, -0.51242,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.23035,  0.31958,  0.23035
7899, 2345,  0.47632, -0.15301, -0.17552, -0.07933, -0.85752, -0.50711,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.20581,  0.31836,  0.20581
7900, 2346,  0.47948, -0.16271, -0.17869, -0.07774, -0.8587, -0.50537,  1.00,  0.50196,  0.50196,  0.50196,  0.3252,  0.20264,  0.3252,  0.20264
7901, 2344,  0.44453, -0.15945, -0.17872, -0.10441, -0.85296, -0.51008,  1.00,  0.50196,  0.50196,  0.50196,  0.32666,  0.22644,  0.32666,  0.22644
7902, 2347,  0.50864, -0.155, -0.17381, -0.05615, -0.86215, -0.50242,  1.00,  0.50196,  0.50196,  0.50196,  0.31641,  0.18335,  0.31641,  0.18335
7903, 2346,  0.47948, -0.16271, -0.17869, -0.07774, -0.8587, -0.50537,  1.00,  0.50196,  0.50196,  0.50196,  0.3252,  0.20264,  0.3252,  0.20264
7904, 2345,  0.47632, -0.15301, -0.17552, -0.07933, -0.85752, -0.50711,  1.00,  0.50196,  0.50196,  0.50196,  0.31836,  0.20581,  0.31836,  0.20581
7905, 2347,  0.50864, -0.155, -0.17381, -0.05615, -0.86215, -0.50242,  1.00,  0.50196,  0.50196,  0.50196,  0.31641,  0.18335,  0.31641,  0.18335
7906, 2348,  0.5114, -0.16328, -0.17716, -0.05511, -0.86272, -0.50157,  1.00,  0.50196,  0.50196,  0.50196,  0.32251,  0.18091,  0.32251,  0.18091
7907, 2346,  0.47948, -0.16271, -0.17869, -0.07774, -0.8587, -0.50537,  1.00,  0.50196,  0.50196,  0.50196,  0.3252,  0.20264,  0.3252,  0.20264
7908, 2349,  0.53716, -0.15443, -0.17205, -0.03673, -0.86489, -0.49958,  1.00,  0.50196,  0.50196,  0.50196,  0.31445,  0.16345,  0.31445,  0.16345
7909, 2348,  0.5114, -0.16328, -0.17716, -0.05511, -0.86272, -0.50157,  1.00,  0.50196,  0.50196,  0.50196,  0.32251,  0.18091,  0.32251,  0.18091
7910, 2347,  0.50864, -0.155, -0.17381, -0.05615, -0.86215, -0.50242,  1.00,  0.50196,  0.50196,  0.50196,  0.31641,  0.18335,  0.31641,  0.18335
7911, 2349,  0.53716, -0.15443, -0.17205, -0.03673, -0.86489, -0.49958,  1.00,  0.50196,  0.50196,  0.50196,  0.31445,  0.16345,  0.31445,  0.16345
7912, 2350,  0.53906, -0.16152, -0.17429, -0.03613, -0.8652, -0.4991,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.16211,  0.31958,  0.16211
7913, 2348,  0.5114, -0.16328, -0.17716, -0.05511, -0.86272, -0.50157,  1.00,  0.50196,  0.50196,  0.50196,  0.32251,  0.18091,  0.32251,  0.18091
7914, 2351,  0.55982, -0.15077, -0.16881, -0.02236, -0.8666, -0.49761,  1.00,  0.50196,  0.50196,  0.50196,  0.31177,  0.14746,  0.31177,  0.14746
7915, 2350,  0.53906, -0.16152, -0.17429, -0.03613, -0.8652, -0.4991,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.16211,  0.31958,  0.16211
7916, 2349,  0.53716, -0.15443, -0.17205, -0.03673, -0.86489, -0.49958,  1.00,  0.50196,  0.50196,  0.50196,  0.31445,  0.16345,  0.31445,  0.16345
7917, 2351,  0.55982, -0.15077, -0.16881, -0.02236, -0.8666, -0.49761,  1.00,  0.50196,  0.50196,  0.50196,  0.31177,  0.14746,  0.31177,  0.14746
7918, 2352,  0.56127, -0.1575, -0.17068, -0.02196, -0.86681, -0.49726,  1.00,  0.50196,  0.50196,  0.50196,  0.31665,  0.14661,  0.31665,  0.14661
7919, 2350,  0.53906, -0.16152, -0.17429, -0.03613, -0.8652, -0.4991,  1.00,  0.50196,  0.50196,  0.50196,  0.31958,  0.16211,  0.31958,  0.16211
7920, 2353,  0.58479, -0.15012, -0.16511, -0.00907, -0.8681, -0.49566,  1.00,  0.50196,  0.50196,  0.50196,  0.31201,  0.12988,  0.31201,  0.12988
7921, 2352,  0.56127, -0.1575, -0.17068, -0.02196, -0.86681, -0.49726,  1.00,  0.50196,  0.50196,  0.50196,  0.31665,  0.14661,  0.31665,  0.14661
7922, 2351,  0.55982, -0.15077, -0.16881, -0.02236, -0.8666, -0.49761,  1.00,  0.50196,  0.50196,  0.50196,  0.31177,  0.14746,  0.31177,  0.14746
7923, 2353,  0.58479, -0.15012, -0.16511, -0.00907, -0.8681, -0.49566,  1.00,  0.50196,  0.50196,  0.50196,  0.31201,  0.12988,  0.31201,  0.12988
