VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input3.z, _input3.w, _input4.x, _input4.y, _input5.x, _input5.y, _input6.x, _input6.y
1276, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1277, 301, -8.8679, -44.58168,  30.37212,  0.1626,  0.81738, -0.55273,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.3125,  0.56396,  0.18652,  0.85986,  0.0719
1278, 304,  7.54145, -37.91362,  38.65638, -0.13855,  0.69629, -0.7041,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.25,  0.4502,  0.2428,  0.7959,  0.03314
1279, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1280, 302, -0.00004, -38.65638,  38.65638,  0.00,  0.70996, -0.7041,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.25,  0.50146,  0.23779,  0.82568,  0.0329
1281, 304,  7.54145, -37.91362,  38.65638, -0.13855,  0.69629, -0.7041,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.25,  0.4502,  0.2428,  0.7959,  0.03314
1282, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1283, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1284, 306,  14.79313, -35.71386,  38.65638, -0.27173,  0.65625, -0.7041,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.25,  0.40112,  0.25781,  0.76709,  0.03125
1285, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1286, 304,  7.54145, -37.91362,  38.65638, -0.13855,  0.69629, -0.7041,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.25,  0.4502,  0.2428,  0.7959,  0.03314
1287, 306,  14.79313, -35.71386,  38.65638, -0.27173,  0.65625, -0.7041,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.25,  0.40112,  0.25781,  0.76709,  0.03125
1288, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1289, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1290, 308,  21.47631, -32.14162,  38.65638, -0.39453,  0.59033, -0.7041,  0.00, -0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40625,  0.25,  0.35571,  0.28198,  0.73828,  0.02661
1291, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1292, 306,  14.79313, -35.71386,  38.65638, -0.27173,  0.65625, -0.7041,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.25,  0.40112,  0.25781,  0.76709,  0.03125
1293, 308,  21.47631, -32.14162,  38.65638, -0.39453,  0.59033, -0.7041,  0.00, -0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40625,  0.25,  0.35571,  0.28198,  0.73828,  0.02661
1294, 309,  25.25348, -37.79455,  30.37212, -0.46289,  0.69287, -0.55273,  0.00, -0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40625,  0.3125,  0.32373,  0.23425,  0.729,  0.06671
1295, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1296, 299, -17.39496, -41.99502,  30.37212,  0.31885,  0.77002, -0.55273,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.3125,  0.62354,  0.20471,  0.89307,  0.0683
1297, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1298, 297, -25.25355, -37.79451,  30.37212,  0.46289,  0.69287, -0.55273,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.3125,  0.6792,  0.23425,  0.92773,  0.06223
1299, 301, -8.8679, -44.58168,  30.37212,  0.1626,  0.81738, -0.55273,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.3125,  0.56396,  0.18652,  0.85986,  0.0719
1300, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1301, 299, -17.39496, -41.99502,  30.37212,  0.31885,  0.77002, -0.55273,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.3125,  0.62354,  0.20471,  0.89307,  0.0683
1302, 299, -17.39496, -41.99502,  30.37212,  0.31885,  0.77002, -0.55273,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.3125,  0.62354,  0.20471,  0.89307,  0.0683
1303, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1304, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1305, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1306, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1307, 301, -8.8679, -44.58168,  30.37212,  0.1626,  0.81738, -0.55273,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.3125,  0.56396,  0.18652,  0.85986,  0.0719
1308, 301, -8.8679, -44.58168,  30.37212,  0.1626,  0.81738, -0.55273,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.3125,  0.56396,  0.18652,  0.85986,  0.0719
1309, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1310, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1311, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1312, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1313, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1314, 303, -0.00004, -45.4551,  30.37212,  0.00,  0.8335, -0.55273,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.3125,  0.50146,  0.1803,  0.82715,  0.07355
1315, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1316, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1317, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1318, 314,  9.85338, -49.53653,  20.92068, -0.18042,  0.90723, -0.38062,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.375,  0.42773,  0.13,  0.79346,  0.11145
1319, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1320, 305,  8.86781, -44.5817,  30.37212, -0.1626,  0.81738, -0.55273,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.3125,  0.43896,  0.18652,  0.79443,  0.07343
1321, 314,  9.85338, -49.53653,  20.92068, -0.18042,  0.90723, -0.38062,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.375,  0.42773,  0.13,  0.79346,  0.11145
1322, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1323, 309,  25.25348, -37.79455,  30.37212, -0.46289,  0.69287, -0.55273,  0.00, -0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40625,  0.3125,  0.32373,  0.23425,  0.729,  0.06671
1324, 315,  19.32815, -46.6624,  20.92068, -0.354,  0.85449, -0.38062,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.375,  0.35693,  0.15149,  0.75879,  0.1098
1325, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1326, 307,  17.39488, -41.99505,  30.37212, -0.31885,  0.77002, -0.55273,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.3125,  0.37915,  0.20471,  0.76221,  0.07129
1327, 315,  19.32815, -46.6624,  20.92068, -0.354,  0.85449, -0.38062,  0.00, -0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4375,  0.375,  0.35693,  0.15149,  0.75879,  0.1098
1328, 314,  9.85338, -49.53653,  20.92068, -0.18042,  0.90723, -0.38062,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.375,  0.42773,  0.13,  0.79346,  0.11145
1329, 297, -25.25355, -37.79451,  30.37212,  0.46289,  0.69287, -0.55273,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.3125,  0.6792,  0.23425,  0.92773,  0.06223
1330, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1331, 316, -35.71389, -35.71379,  20.92068,  0.65381,  0.65381, -0.38062,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.375,  0.76807,  0.23328,  0.97266,  0.09851
1332, 297, -25.25355, -37.79451,  30.37212,  0.46289,  0.69287, -0.55273,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.3125,  0.6792,  0.23425,  0.92773,  0.06223
1333, 316, -35.71389, -35.71379,  20.92068,  0.65381,  0.65381, -0.38062,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.375,  0.76807,  0.23328,  0.97266,  0.09851
1334, 317, -32.14165, -32.14157,  30.37212,  0.58936,  0.58936, -0.55273,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.3125,  0.72754,  0.27393,  0.96338,  0.05566
1335, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1336, 318, -37.91366, -37.91357,  10.66527,  0.69385,  0.69385, -0.19397,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.4375,  0.80908,  0.19214,  0.97852,  0.14136
1337, 316, -35.71389, -35.71379,  20.92068,  0.65381,  0.65381, -0.38062,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.375,  0.76807,  0.23328,  0.97266,  0.09851
1338, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1339, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1340, 318, -37.91366, -37.91357,  10.66527,  0.69385,  0.69385, -0.19397,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.4375,  0.80908,  0.19214,  0.97852,  0.14136
1341, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1342, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1343, 310, -28.06024, -41.995,  20.92068,  0.51367,  0.76904, -0.38062,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.375,  0.71094,  0.1864,  0.93408,  0.10406
1344, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1345, 320, -38.65643, -38.65634,  4.12735E-06,  0.70703,  0.70703,  0.00,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.50,  0.85889,  0.14648,  0.97998,  0.18396
1346, 318, -37.91366, -37.91357,  10.66527,  0.69385,  0.69385, -0.19397,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.4375,  0.80908,  0.19214,  0.97852,  0.14136
1347, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1348, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1349, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1350, 311, -19.32825, -46.66236,  20.92068,  0.354,  0.85449, -0.38062,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.375,  0.64551,  0.15149,  0.89746,  0.10797
1351, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1352, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1353, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1354, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1355, 320, -38.65643, -38.65634,  4.12735E-06,  0.70703,  0.70703,  0.00,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.50,  0.85889,  0.14648,  0.97998,  0.18396
1356, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1357, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1358, 319, -29.78859, -44.58166,  10.66527,  0.54492,  0.81592, -0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.4375,  0.74316,  0.13806,  0.93799,  0.14417
1359, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1360, 323, -37.91366, -37.91357, -10.66527,  0.69385,  0.69385,  0.19397,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.5625,  0.80908,  0.19214,  0.97754,  0.22583
1361, 320, -38.65643, -38.65634,  4.12735E-06,  0.70703,  0.70703,  0.00,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.50,  0.85889,  0.14648,  0.97998,  0.18396
1362, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1363, 324, -10.4604, -52.58768,  10.66527,  0.19141,  0.9624, -0.19397,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.4375,  0.58643,  0.073,  0.86377,  0.14746
1364, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1365, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1366, 324, -10.4604, -52.58768,  10.66527,  0.19141,  0.9624, -0.19397,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.4375,  0.58643,  0.073,  0.86377,  0.14746
1367, 312, -9.85348, -49.53651,  20.92068,  0.18042,  0.90723, -0.38062,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.375,  0.5752,  0.13,  0.8623,  0.11041
1368, 314,  9.85338, -49.53653,  20.92068, -0.18042,  0.90723, -0.38062,  0.00, -0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46875,  0.375,  0.42773,  0.13,  0.79346,  0.11145
1369, 325, -0.00005, -53.61795,  10.66527,  0.00,  0.98096, -0.19397,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.4375,  0.50146,  0.06464,  0.82861,  0.14807
1370, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1371, 313, -0.00005, -50.507,  20.92068,  0.00,  0.9248, -0.38062,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.375,  0.50146,  0.1228,  0.82764,  0.11163
1372, 325, -0.00005, -53.61795,  10.66527,  0.00,  0.98096, -0.19397,  0.00, -1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.50,  0.4375,  0.50146,  0.06464,  0.82861,  0.14807
1373, 324, -10.4604, -52.58768,  10.66527,  0.19141,  0.9624, -0.19397,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.4375,  0.58643,  0.073,  0.86377,  0.14746
1374, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1375, 326, -20.92074, -50.50698,  4.12735E-06,  0.38257,  0.92383,  0.00,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.50,  0.69678,  0.03815,  0.90137,  0.18347
1376, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1377, 324, -10.4604, -52.58768,  10.66527,  0.19141,  0.9624, -0.19397,  0.00, -0.98096,  0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53125,  0.4375,  0.58643,  0.073,  0.86377,  0.14746
1378, 326, -20.92074, -50.50698,  4.12735E-06,  0.38257,  0.92383,  0.00,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.50,  0.69678,  0.03815,  0.90137,  0.18347
1379, 321, -20.51875, -49.5365,  10.66527,  0.37549,  0.90625, -0.19397,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.4375,  0.66797,  0.09778,  0.90039,  0.14612
1380, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1381, 327, -29.78859, -44.58166, -10.66527,  0.54492,  0.81592,  0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.5625,  0.74316,  0.13806,  0.93799,  0.22241
1382, 323, -37.91366, -37.91357, -10.66527,  0.69385,  0.69385,  0.19397,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.5625,  0.80908,  0.19214,  0.97754,  0.22583
1383, 326, -20.92074, -50.50698,  4.12735E-06,  0.38257,  0.92383,  0.00,  0.00, -0.92383,  0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5625,  0.50,  0.69678,  0.03815,  0.90137,  0.18347
1384, 327, -29.78859, -44.58166, -10.66527,  0.54492,  0.81592,  0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.5625,  0.74316,  0.13806,  0.93799,  0.22241
1385, 322, -30.37218, -45.45506,  4.12735E-06,  0.55566,  0.83154,  0.00,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.50,  0.7832,  0.08435,  0.93945,  0.18347
1386, 327, -29.78859, -44.58166, -10.66527,  0.54492,  0.81592,  0.19397,  0.00, -0.83154,  0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.59375,  0.5625,  0.74316,  0.13806,  0.93799,  0.22241
1387, 328, -35.71389, -35.7138, -20.92068,  0.65381,  0.65381,  0.38062,  0.00, -0.70703,  0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.625,  0.625,  0.76807,  0.23328,  0.97119,  0.26685
