VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
1660, 336,  1.2092,  0.06311, -1.26638,  1.00,  1.00,  1.00,  1.00,  0.07568,  0.146,  0.07568,  0.146,  0.07568,  0.146,  0.76582,  0.23285,  0.00133,  0.00, 8, 9, 10, 0
1661, 333,  1.27094,  0.02918, -1.25095,  1.00,  1.00,  1.00,  1.00,  0.00052,  0.14539,  0.00052,  0.14539,  0.00052,  0.14539,  0.75135,  0.24652,  0.00212,  0.00, 8, 9, 10, 0
1662, 335,  1.14747,  0.09703, -1.2818,  1.00,  1.00,  1.00,  1.00,  0.14795,  0.14844,  0.14795,  0.14844,  0.14795,  0.14844,  0.78485,  0.21515,  0.00,  0.00, 8, 9, 0, 0
1663, 336,  1.2092,  0.06311, -1.26638,  1.00,  1.00,  1.00,  1.00,  0.07568,  0.146,  0.07568,  0.146,  0.07568,  0.146,  0.76582,  0.23285,  0.00133,  0.00, 8, 9, 10, 0
1664, 332,  1.23319,  0.06084, -1.37553,  1.00,  1.00,  1.00,  1.00,  0.08325,  0.10394,  0.08325,  0.10394,  0.08325,  0.10394,  0.56146,  0.43854,  0.00,  0.00, 9, 8, 0, 0
1665, 337,  1.23788,  0.02445, -1.1456,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.1842,  0.00055,  0.1842,  0.00055,  0.1842,  0.90544,  0.05707,  0.03648,  0.00102, 8, 9, 10, 11
1666, 333,  1.27094,  0.02918, -1.25095,  1.00,  1.00,  1.00,  1.00,  0.00052,  0.14539,  0.00052,  0.14539,  0.00052,  0.14539,  0.75135,  0.24652,  0.00212,  0.00, 8, 9, 10, 0
1667, 336,  1.2092,  0.06311, -1.26638,  1.00,  1.00,  1.00,  1.00,  0.07568,  0.146,  0.07568,  0.146,  0.07568,  0.146,  0.76582,  0.23285,  0.00133,  0.00, 8, 9, 10, 0
1668, 337,  1.23788,  0.02445, -1.1456,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.1842,  0.00055,  0.1842,  0.00055,  0.1842,  0.90544,  0.05707,  0.03648,  0.00102, 8, 9, 10, 11
1669, 336,  1.2092,  0.06311, -1.26638,  1.00,  1.00,  1.00,  1.00,  0.07568,  0.146,  0.07568,  0.146,  0.07568,  0.146,  0.76582,  0.23285,  0.00133,  0.00, 8, 9, 10, 0
1670, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1671, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1672, 336,  1.2092,  0.06311, -1.26638,  1.00,  1.00,  1.00,  1.00,  0.07568,  0.146,  0.07568,  0.146,  0.07568,  0.146,  0.76582,  0.23285,  0.00133,  0.00, 8, 9, 10, 0
1673, 335,  1.14747,  0.09703, -1.2818,  1.00,  1.00,  1.00,  1.00,  0.14795,  0.14844,  0.14795,  0.14844,  0.14795,  0.14844,  0.78485,  0.21515,  0.00,  0.00, 8, 9, 0, 0
1674, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1675, 339,  1.20171,  0.01417, -1.04928,  1.00,  1.00,  1.00,  1.00,  0.00056,  0.22046,  0.00056,  0.22046,  0.00056,  0.22046,  0.79648,  0.18836,  0.00978,  0.00539, 8, 10, 9, 11
1676, 337,  1.23788,  0.02445, -1.1456,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.1842,  0.00055,  0.1842,  0.00055,  0.1842,  0.90544,  0.05707,  0.03648,  0.00102, 8, 9, 10, 11
1677, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1678, 335,  1.14747,  0.09703, -1.2818,  1.00,  1.00,  1.00,  1.00,  0.14795,  0.14844,  0.14795,  0.14844,  0.14795,  0.14844,  0.78485,  0.21515,  0.00,  0.00, 8, 9, 0, 0
1679, 334,  1.11442,  0.11687, -1.29925,  1.00,  1.00,  1.00,  1.00,  0.19031,  0.14734,  0.19031,  0.14734,  0.19031,  0.14734,  0.75804,  0.24196,  0.00,  0.00, 8, 9, 0, 0
1680, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1681, 335,  1.14747,  0.09703, -1.2818,  1.00,  1.00,  1.00,  1.00,  0.14795,  0.14844,  0.14795,  0.14844,  0.14795,  0.14844,  0.78485,  0.21515,  0.00,  0.00, 8, 9, 0, 0
1682, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1683, 341,  1.08137,  0.12025, -1.2002,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.18665,  0.18433,  0.18665,  0.18433,  0.18665,  0.89796,  0.06853,  0.03351,  0.00, 8, 9, 10, 0
1684, 334,  1.11442,  0.11687, -1.29925,  1.00,  1.00,  1.00,  1.00,  0.19031,  0.14734,  0.19031,  0.14734,  0.19031,  0.14734,  0.75804,  0.24196,  0.00,  0.00, 8, 9, 0, 0
1685, 326,  1.05566,  0.10843, -1.3263,  1.00,  1.00,  1.00,  1.00,  0.25122,  0.14648,  0.25122,  0.14648,  0.25122,  0.14648,  0.71093,  0.28907,  0.00,  0.00, 8, 9, 0, 0
1686, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1687, 334,  1.11442,  0.11687, -1.29925,  1.00,  1.00,  1.00,  1.00,  0.19031,  0.14734,  0.19031,  0.14734,  0.19031,  0.14734,  0.75804,  0.24196,  0.00,  0.00, 8, 9, 0, 0
1688, 341,  1.08137,  0.12025, -1.2002,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.18665,  0.18433,  0.18665,  0.18433,  0.18665,  0.89796,  0.06853,  0.03351,  0.00, 8, 9, 10, 0
1689, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1690, 342,  1.13924,  0.05131, -1.07003,  1.00,  1.00,  1.00,  1.00,  0.07098,  0.22192,  0.07098,  0.22192,  0.07098,  0.22192,  0.78862,  0.19528,  0.0105,  0.0056, 8, 10, 9, 11
1691, 339,  1.20171,  0.01417, -1.04928,  1.00,  1.00,  1.00,  1.00,  0.00056,  0.22046,  0.00056,  0.22046,  0.00056,  0.22046,  0.79648,  0.18836,  0.00978,  0.00539, 8, 10, 9, 11
1692, 343,  1.16986,  0.02648, -0.9412,  1.00,  1.00,  1.00,  1.00,  0.00058,  0.25977,  0.00058,  0.25977,  0.00058,  0.25977,  0.50239,  0.47889,  0.01871,  0.00, 8, 10, 11, 0
1693, 339,  1.20171,  0.01417, -1.04928,  1.00,  1.00,  1.00,  1.00,  0.00056,  0.22046,  0.00056,  0.22046,  0.00056,  0.22046,  0.79648,  0.18836,  0.00978,  0.00539, 8, 10, 9, 11
1694, 342,  1.13924,  0.05131, -1.07003,  1.00,  1.00,  1.00,  1.00,  0.07098,  0.22192,  0.07098,  0.22192,  0.07098,  0.22192,  0.78862,  0.19528,  0.0105,  0.0056, 8, 10, 9, 11
1695, 341,  1.08137,  0.12025, -1.2002,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.18665,  0.18433,  0.18665,  0.18433,  0.18665,  0.89796,  0.06853,  0.03351,  0.00, 8, 9, 10, 0
1696, 326,  1.05566,  0.10843, -1.3263,  1.00,  1.00,  1.00,  1.00,  0.25122,  0.14648,  0.25122,  0.14648,  0.25122,  0.14648,  0.71093,  0.28907,  0.00,  0.00, 8, 9, 0, 0
1697, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1698, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1699, 326,  1.05566,  0.10843, -1.3263,  1.00,  1.00,  1.00,  1.00,  0.25122,  0.14648,  0.25122,  0.14648,  0.25122,  0.14648,  0.71093,  0.28907,  0.00,  0.00, 8, 9, 0, 0
1700, 321,  0.99922,  0.08954, -1.35384,  1.00,  1.00,  1.00,  1.00,  0.31128,  0.14551,  0.31128,  0.14551,  0.31128,  0.14551,  0.65754,  0.34246,  0.00,  0.00, 8, 9, 0, 0
1701, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1702, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1703, 341,  1.08137,  0.12025, -1.2002,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.18665,  0.18433,  0.18665,  0.18433,  0.18665,  0.89796,  0.06853,  0.03351,  0.00, 8, 9, 10, 0
1704, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1705, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1706, 341,  1.08137,  0.12025, -1.2002,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.18665,  0.18433,  0.18665,  0.18433,  0.18665,  0.89796,  0.06853,  0.03351,  0.00, 8, 9, 10, 0
1707, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1708, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1709, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1710, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1711, 342,  1.13924,  0.05131, -1.07003,  1.00,  1.00,  1.00,  1.00,  0.07098,  0.22192,  0.07098,  0.22192,  0.07098,  0.22192,  0.78862,  0.19528,  0.0105,  0.0056, 8, 10, 9, 11
1712, 338,  1.17646,  0.06125, -1.16243,  1.00,  1.00,  1.00,  1.00,  0.07214,  0.18591,  0.07214,  0.18591,  0.07214,  0.18591,  0.90578,  0.05446,  0.0387,  0.00108, 8, 9, 10, 11
1713, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1714, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1715, 340,  1.11505,  0.09805, -1.17926,  1.00,  1.00,  1.00,  1.00,  0.14197,  0.1886,  0.14197,  0.1886,  0.14197,  0.1886,  0.90613,  0.05158,  0.04114,  0.00114, 8, 9, 10, 11
1716, 343,  1.16986,  0.02648, -0.9412,  1.00,  1.00,  1.00,  1.00,  0.00058,  0.25977,  0.00058,  0.25977,  0.00058,  0.25977,  0.50239,  0.47889,  0.01871,  0.00, 8, 10, 11, 0
1717, 342,  1.13924,  0.05131, -1.07003,  1.00,  1.00,  1.00,  1.00,  0.07098,  0.22192,  0.07098,  0.22192,  0.07098,  0.22192,  0.78862,  0.19528,  0.0105,  0.0056, 8, 10, 9, 11
1718, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1719, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1720, 342,  1.13924,  0.05131, -1.07003,  1.00,  1.00,  1.00,  1.00,  0.07098,  0.22192,  0.07098,  0.22192,  0.07098,  0.22192,  0.78862,  0.19528,  0.0105,  0.0056, 8, 10, 9, 11
1721, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1722, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1723, 348,  1.12997,  0.04783, -0.83389,  1.00,  1.00,  1.00,  1.00,  0.00057,  0.30005,  0.00057,  0.30005,  0.00057,  0.30005,  0.69261,  0.25153,  0.05586,  0.00, 10, 8, 11, 0
1724, 343,  1.16986,  0.02648, -0.9412,  1.00,  1.00,  1.00,  1.00,  0.00058,  0.25977,  0.00058,  0.25977,  0.00058,  0.25977,  0.50239,  0.47889,  0.01871,  0.00, 8, 10, 11, 0
1725, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1726, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1727, 349,  1.03208,  0.08829, -1.00571,  1.00,  1.00,  1.00,  1.00,  0.14917,  0.2583,  0.14917,  0.2583,  0.14917,  0.2583,  0.55944,  0.4244,  0.01616,  0.00, 8, 10, 11, 0
1728, 349,  1.03208,  0.08829, -1.00571,  1.00,  1.00,  1.00,  1.00,  0.14917,  0.2583,  0.14917,  0.2583,  0.14917,  0.2583,  0.55944,  0.4244,  0.01616,  0.00, 8, 10, 11, 0
1729, 346,  1.07677,  0.08844, -1.09077,  1.00,  1.00,  1.00,  1.00,  0.14099,  0.22388,  0.14099,  0.22388,  0.14099,  0.22388,  0.78743,  0.19629,  0.0107,  0.0056, 8, 10, 9, 11
1730, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1731, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1732, 350,  1.06107,  0.07062, -0.87534,  1.00,  1.00,  1.00,  1.00,  0.07538,  0.29663,  0.07538,  0.29663,  0.07538,  0.29663,  0.6705,  0.27988,  0.04962,  0.00, 10, 8, 11, 0
1733, 348,  1.12997,  0.04783, -0.83389,  1.00,  1.00,  1.00,  1.00,  0.00057,  0.30005,  0.00057,  0.30005,  0.00057,  0.30005,  0.69261,  0.25153,  0.05586,  0.00, 10, 8, 11, 0
1734, 349,  1.03208,  0.08829, -1.00571,  1.00,  1.00,  1.00,  1.00,  0.14917,  0.2583,  0.14917,  0.2583,  0.14917,  0.2583,  0.55944,  0.4244,  0.01616,  0.00, 8, 10, 11, 0
1735, 350,  1.06107,  0.07062, -0.87534,  1.00,  1.00,  1.00,  1.00,  0.07538,  0.29663,  0.07538,  0.29663,  0.07538,  0.29663,  0.6705,  0.27988,  0.04962,  0.00, 10, 8, 11, 0
1736, 347,  1.10097,  0.05739, -0.97345,  1.00,  1.00,  1.00,  1.00,  0.07428,  0.25879,  0.07428,  0.25879,  0.07428,  0.25879,  0.52337,  0.45873,  0.0179,  0.00, 8, 10, 11, 0
1737, 351,  1.0828,  0.07164, -0.7366,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.33765,  0.00055,  0.33765,  0.00055,  0.33765,  0.77809,  0.11255,  0.10936,  0.00, 10, 8, 11, 0
1738, 348,  1.12997,  0.04783, -0.83389,  1.00,  1.00,  1.00,  1.00,  0.00057,  0.30005,  0.00057,  0.30005,  0.00057,  0.30005,  0.69261,  0.25153,  0.05586,  0.00, 10, 8, 11, 0
1739, 350,  1.06107,  0.07062, -0.87534,  1.00,  1.00,  1.00,  1.00,  0.07538,  0.29663,  0.07538,  0.29663,  0.07538,  0.29663,  0.6705,  0.27988,  0.04962,  0.00, 10, 8, 11, 0
1740, 351,  1.0828,  0.07164, -0.7366,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.33765,  0.00055,  0.33765,  0.00055,  0.33765,  0.77809,  0.11255,  0.10936,  0.00, 10, 8, 11, 0
1741, 350,  1.06107,  0.07062, -0.87534,  1.00,  1.00,  1.00,  1.00,  0.07538,  0.29663,  0.07538,  0.29663,  0.07538,  0.29663,  0.6705,  0.27988,  0.04962,  0.00, 10, 8, 11, 0
1742, 352,  1.01428,  0.09035, -0.78397,  1.00,  1.00,  1.00,  1.00,  0.08014,  0.33301,  0.08014,  0.33301,  0.08014,  0.33301,  0.77125,  0.12573,  0.10301,  0.00, 10, 8, 11, 0
1743, 353,  1.0324,  0.09826, -0.64635,  1.00,  1.00,  1.00,  1.00,  0.00053,  0.37354,  0.00053,  0.37354,  0.00053,  0.37354,  0.75975,  0.21135,  0.02744,  0.00145, 10, 11, 8, 12
1744, 351,  1.0828,  0.07164, -0.7366,  1.00,  1.00,  1.00,  1.00,  0.00055,  0.33765,  0.00055,  0.33765,  0.00055,  0.33765,  0.77809,  0.11255,  0.10936,  0.00, 10, 8, 11, 0
1745, 352,  1.01428,  0.09035, -0.78397,  1.00,  1.00,  1.00,  1.00,  0.08014,  0.33301,  0.08014,  0.33301,  0.08014,  0.33301,  0.77125,  0.12573,  0.10301,  0.00, 10, 8, 11, 0
1746, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1747, 321,  0.99922,  0.08954, -1.35384,  1.00,  1.00,  1.00,  1.00,  0.31128,  0.14551,  0.31128,  0.14551,  0.31128,  0.14551,  0.65754,  0.34246,  0.00,  0.00, 8, 9, 0, 0
1748, 354,  0.97528,  0.09563, -1.25261,  1.00,  1.00,  1.00,  1.00,  0.29468,  0.18494,  0.29468,  0.18494,  0.29468,  0.18494,  0.8703,  0.11084,  0.01886,  0.00, 8, 9, 10, 0
1749, 325,  0.93339,  0.10438, -1.2803,  1.00,  1.00,  1.00,  1.00,  0.34058,  0.18225,  0.34058,  0.18225,  0.34058,  0.18225,  0.8004,  0.18799,  0.01161,  0.00, 8, 9, 10, 0
1750, 354,  0.97528,  0.09563, -1.25261,  1.00,  1.00,  1.00,  1.00,  0.29468,  0.18494,  0.29468,  0.18494,  0.29468,  0.18494,  0.8703,  0.11084,  0.01886,  0.00, 8, 9, 10, 0
1751, 321,  0.99922,  0.08954, -1.35384,  1.00,  1.00,  1.00,  1.00,  0.31128,  0.14551,  0.31128,  0.14551,  0.31128,  0.14551,  0.65754,  0.34246,  0.00,  0.00, 8, 9, 0, 0
1752, 355,  0.90925,  0.10699, -1.18634,  1.00,  1.00,  1.00,  1.00,  0.32642,  0.2179,  0.32642,  0.2179,  0.32642,  0.2179,  0.87481,  0.06923,  0.05432,  0.00163, 8, 10, 9, 11
1753, 354,  0.97528,  0.09563, -1.25261,  1.00,  1.00,  1.00,  1.00,  0.29468,  0.18494,  0.29468,  0.18494,  0.29468,  0.18494,  0.8703,  0.11084,  0.01886,  0.00, 8, 9, 10, 0
1754, 325,  0.93339,  0.10438, -1.2803,  1.00,  1.00,  1.00,  1.00,  0.34058,  0.18225,  0.34058,  0.18225,  0.34058,  0.18225,  0.8004,  0.18799,  0.01161,  0.00, 8, 9, 10, 0
1755, 313,  0.88323,  0.14426, -1.3167,  1.00,  1.00,  1.00,  1.00,  0.40747,  0.17944,  0.40747,  0.17944,  0.40747,  0.17944,  0.70033,  0.29718,  0.00249,  0.00, 8, 9, 10, 0
1756, 355,  0.90925,  0.10699, -1.18634,  1.00,  1.00,  1.00,  1.00,  0.32642,  0.2179,  0.32642,  0.2179,  0.32642,  0.2179,  0.87481,  0.06923,  0.05432,  0.00163, 8, 10, 9, 11
1757, 325,  0.93339,  0.10438, -1.2803,  1.00,  1.00,  1.00,  1.00,  0.34058,  0.18225,  0.34058,  0.18225,  0.34058,  0.18225,  0.8004,  0.18799,  0.01161,  0.00, 8, 9, 10, 0
1758, 356,  0.95009,  0.0998, -1.16045,  1.00,  1.00,  1.00,  1.00,  0.28174,  0.21997,  0.28174,  0.21997,  0.28174,  0.21997,  0.86978,  0.10208,  0.02577,  0.00237, 8, 10, 9, 11
1759, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1760, 354,  0.97528,  0.09563, -1.25261,  1.00,  1.00,  1.00,  1.00,  0.29468,  0.18494,  0.29468,  0.18494,  0.29468,  0.18494,  0.8703,  0.11084,  0.01886,  0.00, 8, 9, 10, 0
1761, 355,  0.90925,  0.10699, -1.18634,  1.00,  1.00,  1.00,  1.00,  0.32642,  0.2179,  0.32642,  0.2179,  0.32642,  0.2179,  0.87481,  0.06923,  0.05432,  0.00163, 8, 10, 9, 11
1762, 356,  0.95009,  0.0998, -1.16045,  1.00,  1.00,  1.00,  1.00,  0.28174,  0.21997,  0.28174,  0.21997,  0.28174,  0.21997,  0.86978,  0.10208,  0.02577,  0.00237, 8, 10, 9, 11
1763, 354,  0.97528,  0.09563, -1.25261,  1.00,  1.00,  1.00,  1.00,  0.29468,  0.18494,  0.29468,  0.18494,  0.29468,  0.18494,  0.8703,  0.11084,  0.01886,  0.00, 8, 9, 10, 0
1764, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1765, 357,  0.99487,  0.10624, -1.13558,  1.00,  1.00,  1.00,  1.00,  0.2345,  0.22156,  0.2345,  0.22156,  0.2345,  0.22156,  0.84613,  0.13458,  0.01587,  0.0034, 8, 10, 9, 11
1766, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1767, 356,  0.95009,  0.0998, -1.16045,  1.00,  1.00,  1.00,  1.00,  0.28174,  0.21997,  0.28174,  0.21997,  0.28174,  0.21997,  0.86978,  0.10208,  0.02577,  0.00237, 8, 10, 9, 11
1768, 357,  0.99487,  0.10624, -1.13558,  1.00,  1.00,  1.00,  1.00,  0.2345,  0.22156,  0.2345,  0.22156,  0.2345,  0.22156,  0.84613,  0.13458,  0.01587,  0.0034, 8, 10, 9, 11
1769, 344,  1.02764,  0.1104, -1.22668,  1.00,  1.00,  1.00,  1.00,  0.23975,  0.18579,  0.23975,  0.18579,  0.23975,  0.18579,  0.88602,  0.08756,  0.02643,  0.00, 8, 9, 10, 0
1770, 358,  0.98925,  0.11067, -1.03018,  1.00,  1.00,  1.00,  1.00,  0.19934,  0.25684,  0.19934,  0.25684,  0.19934,  0.25684,  0.61472,  0.37211,  0.01317,  0.00, 8, 10, 11, 0
1771, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1772, 357,  0.99487,  0.10624, -1.13558,  1.00,  1.00,  1.00,  1.00,  0.2345,  0.22156,  0.2345,  0.22156,  0.2345,  0.22156,  0.84613,  0.13458,  0.01587,  0.0034, 8, 10, 9, 11
1773, 349,  1.03208,  0.08829, -1.00571,  1.00,  1.00,  1.00,  1.00,  0.14917,  0.2583,  0.14917,  0.2583,  0.14917,  0.2583,  0.55944,  0.4244,  0.01616,  0.00, 8, 10, 11, 0
1774, 345,  1.0433,  0.1135, -1.11161,  1.00,  1.00,  1.00,  1.00,  0.18433,  0.22205,  0.18433,  0.22205,  0.18433,  0.22205,  0.81721,  0.16466,  0.01363,  0.0045, 8, 10, 9, 11
1775, 358,  0.98925,  0.11067, -1.03018,  1.00,  1.00,  1.00,  1.00,  0.19934,  0.25684,  0.19934,  0.25684,  0.19934,  0.25684,  0.61472,  0.37211,  0.01317,  0.00, 8, 10, 11, 0
1776, 349,  1.03208,  0.08829, -1.00571,  1.00,  1.00,  1.00,  1.00,  0.14917,  0.2583,  0.14917,  0.2583,  0.14917,  0.2583,  0.55944,  0.4244,  0.01616,  0.00, 8, 10, 11, 0
1777, 359,  0.99216,  0.09341, -0.91679,  1.00,  1.00,  1.00,  1.00,  0.15149,  0.29321,  0.15149,  0.29321,  0.15149,  0.29321,  0.6333,  0.32654,  0.04018,  0.00, 10, 8, 11, 0
1778, 350,  1.06107,  0.07062, -0.87534,  1.00,  1.00,  1.00,  1.00,  0.07538,  0.29663,  0.07538,  0.29663,  0.07538,  0.29663,  0.6705,  0.27988,  0.04962,  0.00, 10, 8, 11, 0
